Page ID,Page name,Disclaimer,Amount spent (GBP)
268801635305,Breast Cancer Now,Breast Cancer Now,639
106454224326074,Matthew O'Toole MLA,Matthew John Otoole,618
35671512696,World Animal Protection UK,World Animal Protection UK,613
110617675665050,Aviva,Aviva,611
88845925295,Fairtrade Foundation,Fairtrade Foundation,605
491737347503074,Brooks Running,These ads ran without a disclaimer,599
490007667679401,Hugh James,Hugh James,577
998553353500400,Andy Allen MLA,Andrew Joseph David Allen,566
103662352102391,Family Debt Help,Ian Keith Parsons,554
37981137361,The Children's Society,The Children's Society,527
20665390582,Medical Aid for Palestinians,Medical Aid for Palestinians,523
144233225604048,Clarins,Clarins,523
8422578815,Soil Association,Soil Association,512
7715002593,UNICEF UK,UNICEF UK with Facebook Ad Credits,493
6447117653,Crisis,Crisis UK,476
320298214699519,LucidTalk,Mr William David White,439
177127637750592,Good Fish Guide,Marine Conservation Society,432
303760836322372,Bullen Healthcare,Bullen Healthcare,432
97951440478,Imperial War Museum London,Imperial War Museum London,428
246973468695197,Pan Macmillan,Pan Macmillan,420
101255718164248,350 UK,350.org,417
159969930741814,The Wildlife Trusts,The Wildlife Trusts,414
104379998876234,Diane Forsythe MLA,Diane Jane Forsythe,412
1935868476637300,Colum Eastwood,Colum Eastwood,412
2047806148766050,Animal Equality UK,Animal Equality UK,402
423102764508147,Patrick Brown MLA,Mr Patrick Johnson Brown,401
107426157397329,Momentum Egyesült Királyság,Momentum Mozgalom,389
6233536938,War Child UK,War Child UK,388
749808528388551,Cancer Support UK,Cancer Support UK,385
102972432369942,Lauren Kerr for East Belfast,Lauren Alana Kerr,363
471955216282664,Smart Energy GB,Smart Energy GB,357
107458721218674,ADF UK,ADF UK,355
109530251593095,The TaxHub,The TaxHub,353
299252797425286,Eóin Tennyson MLA,Eoin Ciaran Tennyson,351
197972690359781,East Belfast PUP,Karl George Bennett,349
114897779919277,Womendealingwithdebt.com,These ads ran without a disclaimer,344
103835971750,Orbis UK,Orbis UK,342
580760038643581,Prince's Trust Northern Ireland,These ads ran without a disclaimer,337
8555757947,Tearfund,Tearfund,335
66188945100,Ben & Jerry's,Ben & Jerry's,334
117230778296352,Sky,Sky,331
100105322336334,TUV Newry & Armagh,Traditional Unionist Voice,330
40409120801,Refugee Council,Refugee Council,329
185095311610804,Nerve Centre,Nerve Centre,328
100642739277970,Call Centres Campaign: Derry/Londonderry,Aegis the Union,325
89151782746,Fauna & Flora International,Fauna & Flora International,324
176818498909,Foyle Film Festival,Nerve Centre,324
7043497714,Christian Aid,Christian Aid Ireland,321
221115152587,Times Literary Supplement,News Uk,320
2012016282357890,Paul Givan MLA,Paul Jonathan Givan,319
227427673437,Tree Aid,Tree Aid,318
112845639376,Refugee Action,Refugee Action,313
808641495906464,MACE NI,MACE NI,310
18366996074,War on Want,War on Want,309
6708565748,CBM UK,CBM UK,306
234697749901505,Cara-Friend,Cara-Friend,305
166944307578557,Men's Alliance NI,Men's Alliance (NI),299
220832481274508,Premier League,Premier League,297
97116898596,Sightsavers,Sightsavers,287
21242962092,ClientEarth,ClientEarth,281
18044497940,Plan International UK,Plan International UK,273
100255935742623,Charlotte Carson SDLP,Charlotte Catherine Carson,271
40952091012,Asthma + Lung UK,Asthma + Lung UK,266
112180125505122,National Deaf Children's Society,National Deaf Children's Society,262
757440877654306,History Hit,History Hit,258
429578287143702,RCN Foundation,These ads ran without a disclaimer,257
101000229267293,Niall Murphy,Niall Murphy,256
549399468494546,Gordon Lyons MLA,Gordon Robert Andrew Lyons,253
452752128144314,Guardian B2B,Guardian B2B,251
200006375787,38 Degrees,38 Degrees,250
100378402126532,William Collins Books,HarperCollins Publishers UK,247
1634484040190637,VERSUS,VERSUS,246
252209981618299,SuperValu NI,SuperValu,244
107300975232165,Bethany Ferris - North Antrim UUP,James Hugh Carson,244
7043497714,Christian Aid,Christian Aid,244
185677149392,HM Armed Forces,Ministry of Defence,239
186622728032,RSPB Love Nature,RSPB Love Nature,237
911383122263153,Fiona Ferguson PBP for North Belfast,People Before Profit,230
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,227
112712550420527,Sumofus UK,SumOfUs,222
351326615357162,Councillor Jennifer Gilmour,Councillor Jennifer Gilmour,222
107186448583136,TUV's Alex Elliott for Stormont,John Alexander Elliott,214
11936918897,easyJet,These ads ran without a disclaimer,214
722939897742608,The Co-operative Bank,These ads ran without a disclaimer,211
106919081066309,Bide,bide planet,205
109530251593095,The TaxHub,TheTaxHub,203
116625838402686,FareShare,FareShare,201
504868492914663,John Stewart MLA,John Robert Stewart,201
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),200
97116898596,Sightsavers,Sightsavers,200
764531490245013,Cauldron Foods,Cauldron Foods,200
489975284473797,East Belfast Green Party,East Belfast Green Party,200
2297926640486522,YouGov Chat,Inconvo,194
109750981647647,Gerry Carroll MLA,People Before Profit,191
601388547012748,Ecologi,Ecologi,188
668517553223702,Y Live Community,Yonder Data Solutions,184
25749647410,The Labour Party,The Labour Party,183
1029327970444131,Donnelly & Foley Cross Border Tax Advisers,These ads ran without a disclaimer,180
536434487252084,Protect & Connect UK,Protect and Connect,179
98673036962,ROLDA,These ads ran without a disclaimer,177
1721275931466984,The Reclaim Party,The Reclaim Party,177
77071765498,Leonard Cheshire,Leonard Cheshire,174
585047258260979,Cllr David Honeyford,David John Honeyford,173
75655742917,Northern Ireland Assembly,the Northern Ireland Assembly,171
129770430376569,King's College London,King's College London,171
313376249090900,The Humane League UK,The Humane League UK,170
105213446201178,International Justice Mission,International Justice Mission,169
275241295879466,Blind Veterans UK,Blind Veterans UK,168
109068935780411,Versus Arthritis,Versus Arthritis,168
116183696884118,Mothers In Debt,Mums In Debt.,167
453624597990055,The Separated Child Foundation,The Separated Child Foundation,167
372047906500872,Gary Hynds for Lagan Valley,Gary Hynds,165
102434445242453,South Antrim SDLP,Mr Patrick Ryan Wilson,164
112075687807605,Stephen Dunne MLA,Stephen Gordon Dunne,163
136308776480,Scottish Conservatives,"and promoted by James Tweedie on behalf of the Scottish Conservative & Unionist Party, both of 67 Northumberland Street, Edinburgh, EH3 6JG",162
125931370808556,National Secular Society,National Secular Society,159
106946654868342,Water's Worth Saving,Water UK,156
116097341519,BOSS,These ads ran without a disclaimer,155
953545597997735,ROSA NI - Socialist Feminist Movement,Ann Katrin Orr,155
95597922197,Batiste,re:act,155
169042736456594,All Out,All Out,152
822901467919618,OceanSaver,OceanSaver,148
32514078659,Liberty,Liberty,147
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,146
110538548040758,Care2 UK,John Ayling & Associates,146
895296173972425,air up,These ads ran without a disclaimer,146
569834799727730,National Grid UK,NATIONAL GRID UK LIMITED,145
572339552883787,Claire Sugden MLA,Claire Elizabeth Sugden,143
146549422028829,The TaxPayers' Alliance,The TaxPayers' Alliance,143
338660023132925,Jonathan Buckley MLA,Mr Jonathan Glen Buckley,140
114804090801479,Fortescue Future Industries,These ads ran without a disclaimer,139
455081584898864,Great Britain SailGP Team,These ads ran without a disclaimer,138
421660725077543,Cllr Lilian Seenoi-Barr SDLP,Lilian Seenoi Barr,138
100375849312830,Tax Claims,Tax Claims,138
332342972847,SCIAF,SCIAF,135
239362882786943,Young Epilepsy,Young Epilepsy,133
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,131
202480635550,Care,Care,131
193658497485307,DAME.,DAME.,130
114651147002520,SSE Energy Solutions,SSE,129
100659091502,Simon Community Northern Ireland,Simon Community Northern Ireland,128
582560091776654,Iron & Velvet - Plastic Free Cleaning Products,Iron & Velvet - Plastic Free Cleaning Products,127
109403712473243,Bristol Energy Cooperative,Bristol Energy Cooperative,126
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,121
1563885000341643,Pauls Personal Crafts,Paul Wilson,121
121681777942214,Stewart Dickson MLA,Stewart Clyde Dickson,120
122052607808255,CAGE,CAGE,120
19110072263,FOUR PAWS,FOUR PAWS GB,118
577680149424622,Maolíosa McHugh MLA,Sinn Fein,117
13695746395,Guide Dogs UK,Guide Dogs,115
503951883021764,ShareTheMeal,These ads ran without a disclaimer,115
138438422861485,Tearfund Northern Ireland,Tearfund,110
101781491580545,Bank On Our Future,The Sunrise Project,109
107774488282409,Eugene Reid SDLP,Eugene Martin Reid,109
1087242597968464,Live Here Love Here,Keep Northern Ireland Beautiful,108
135456716565905,Guardian Jobs,Guardian Jobs,108
346684596111093,KinKind,KinKind Ltd,106
100560031577284,Lord Ashcroft,Lord Ashcroft,105
34044296391,Surfers Against Sewage,Surfers Against Sewage,101
101830232102829,Declan McAleer MLA,Sinn Fein,101
234881964773,Vintage Books,Vintage Books,101
102066072415650,Meta Graham For Mid Ulster,Meta Graham - UUP Mid Ulster,≤100
2435680456708504,Path Financial,The Path Financial Ltd,≤100
100140032259963,Hicomply,These ads ran without a disclaimer,≤100
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,≤100
163862575762,Embrace the Middle East,Embrace the Middle East,≤100
26806660922,Humanists UK,Humanists UK,≤100
141356803345,Living Streets,Living Streets,≤100
8751993250,Equality and Human Rights Commission,Equality and Human Rights Commission,≤100
116411740263445,Cllr Brian Tierney SDLP,Brian James Tierney,≤100
102686421238918,Prevented Ocean Plastic,Bantam Materials,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee - UK,≤100
115774426806056,Novus,Novus,≤100
1738524969810037,Mission India UK,Mission India UK,≤100
47496679743,The Climate Coalition,The Climate Coalition,≤100
124471347603278,Positive Money UK,Positive Money,≤100
106354815309730,SaveBritain.org,Save Britain,≤100
2168480816734086,Flight Free UK,Flight Free UK,≤100
1098900183651749,Aontú Béal Feirste,Aontú,≤100
103273814470,SolarAid,SolarAid with Facebook Ad Credits,≤100
1053507698044385,TINCTURE,These ads ran without a disclaimer,≤100
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100
579417962154114,North West Migrants Forum,Lilian Seenoi,≤100
30661956224,The Leadmill,The Leadmill Ltd,≤100
116965184334608,May For Ukraine,The Drummer Agency,≤100
1820626967965490,"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing & Communities",≤100
113728932022446,Internet Watch Foundation,Internet Watch Foundation,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
693043707437894,People Before Profit- South Belfast,People Before Profit,≤100
608578919186659,World Vision International,World Vision International,≤100
143837658998810,WWT,Wildfowl and Wetlands Trust,≤100
103273814470,SolarAid,SolarAid,≤100
10677003998,Shelter,Shelter,≤100
333572427218626,Tortoise Media,Tortoise Media,≤100
107005421351846,Nicola Brogan MLA - Sinn Féin,Sinn Fein,≤100
353883835297870,Engage Britain,Engage Britain,≤100
1689013614665814,HEINEKEN UK,HEINEKEN UK,≤100
110133689018711,Prostate Cancer Research,Prostate Cancer Research,≤100
108289788007047,Let Us Pray,The Christian Institute,≤100
104321945367143,LCR Be More Apprenticeships,Liverpool City Region Combined Authority,≤100
1410175299237713,AIB,These ads ran without a disclaimer,≤100
157492274367801,Cruelty Free International,Cruelty Free International,≤100
139695000173,Good Energy,Good Energy,≤100
109303140903518,Keller Lenkner Data Breach,Keller Lenkner UK Ltd,≤100
212441502271708,Councillor Cadogan Enright,Cadogan Enright,≤100
136154403098698,Amazon.co.uk,These ads ran without a disclaimer,≤100
131681033513,Possible,Possible,≤100
258268470990692,Cyber Aware from the National Cyber Security Centre,These ads ran without a disclaimer,≤100
138975109451461,Free Tibet,Free Tibet,≤100
1561905844138855,John Feely - Sinn Féin,John Thomas Feely,≤100
107286223667,Kurt Geiger,Kurt Geiger,≤100
358706239805,Scope,Scope,≤100
352254431506201,Shout Out UK,Shout Out UK,≤100
6406164817,Viva!,Viva! Vegan Charity,≤100
225128488403586,Musgrave MarketPlace Northern Ireland,Musgrave MarketPlace NI,≤100
401892670374158,Aontú Dhoire,Aontú,≤100
284245658291357,Leukaemia Care,Leukaemia Care,≤100
100378402126532,William Collins Books,These ads ran without a disclaimer,≤100
927837663932253,Money and Mental Health Policy Institute charity,Money and Mental Health Policy Institute,≤100
873550809444862,Mighty Earth,Mighty Earth,≤100
101400109195795,Ambiancesys Q,These ads ran without a disclaimer,≤100
64955332909,Sage,Sage,≤100
1863944713844924,Best For Britain,Best for Britain,≤100
24496278123,Unilever,Unilever PLC,≤100
18933990398,Stonewall,Stonewall UK,≤100
207165826050832,Sperrin Cultural Awareness Association,Aaron David Stewart,≤100
1935310150039577,Sinéad Ennis MLA,South Down Sinn Féin,≤100
1032050693483509,Hope and Aid Direct,Roger Wilson,≤100
348366988862054,Oxfam Campaigns,Oxfam Great Britain,≤100
407011996023516,Vineyard Compassion,Vineyard Compassion,≤100
200509426641599,Eco-Schools Northern Ireland Official,Keep Northern Ireland Beautiful,≤100
223357247712390,PETA UK,These ads ran without a disclaimer,≤100
265465750722,Samaritan's Purse UK,These ads ran without a disclaimer,≤100
111238163749428,Abolish Abortion NI,Abolish Abortion NI,≤100
1908112089264826,Nuii Ice Cream UK,These ads ran without a disclaimer,≤100
108623725096338,Protect ancient sites,Elmet Petition group in collaboration with change.org petitions,≤100
237177060064090,Carál Ní Chuilín MLA,Sinn Féin North Belfast,≤100
198119003432,Weleda,Weleda UK,≤100
523852671440088,Scribe,Scribe Accounts,≤100
235916463134442,Jeremy Gilley,Peace One Day,≤100
200160670017135,Continental Tyres UK,Continental Tyre Group Ltd,≤100
208636333070965,Rosie Sales,These ads ran without a disclaimer,≤100
7569385657,Co-operative Party,Co-operative Party,≤100
469738460027551,EnergiseAfrica,Energise Africa,≤100
6707857033,Global Justice Now,Global Justice Now,≤100
388650307829032,Rachel Reeves,Office of Rachel Reeves MP,≤100
249209468838241,Good Law Project,Good Law Project,≤100
1477945425811579,BBC Sounds,These ads ran without a disclaimer,≤100
54265089285,Explore,Explore,≤100
45093379305,Farmers Guardian,Farmers Guardian,≤100
111741094024969,Market Forces UK,Market Forces,≤100
2015966338421658,Kids Operating Room,Kids Operating Room,≤100
174188482788412,ELSG Ltd,ELSG Ltd,≤100
270209769668784,Jackson Harries,These ads ran without a disclaimer,≤100
107346624163289,POMOC - Polish Migrants Organise for Change,POMOC,≤100
19895907944,CAFOD,CAFOD,≤100
55984857501,Open Doors UK & Ireland,These ads ran without a disclaimer,≤100
191851397669230,VETO – Tierschutz,These ads ran without a disclaimer,≤100
531603920185716,SPORF,These ads ran without a disclaimer,≤100
85549822738,Peace Direct,Peace Direct,≤100
275061964349252,Respectful Eggs,Respectful Eggs,≤100
6574632957,Unlock Democracy,Unlock Democracy,≤100
13047522725,Crimestoppers,Crimestoppers,≤100
262353817289956,Grind,These ads ran without a disclaimer,≤100
185285298185218,Train2Train,Train2Train,≤100
114604822035810,The Bike Project,The Bike Project,≤100
106205865302441,Just Stop Oil,Just Stop Oil,≤100
126966249559,Pilgrims Choice,Ornua Foods,≤100
130723600338585,Ethex,Ethex UK,≤100
21251598643,BrewDog,These ads ran without a disclaimer,≤100
202798122688,Chatham House,Chatham House,≤100
25010947137,ShelterBox,ShelterBox,≤100
30664112362,University of East London,University of East London,≤100
158758150725,Barnabas Fund International,Barnabas Fund,≤100
202947753086324,Sikkens Vehicle Refinishes,Akzo Nobel N.V.,≤100
193459200711198,Coutts,Cameron Obrien,≤100
18933990398,Stonewall,Paid for by Stonewall with Facebook ad credits,≤100
108560649181404,READ Foundation,READ FOUNDATION,≤100
136999389653227,4th Estate Books,HarperCollins Publishers UK,≤100
20665390582,Medical Aid for Palestinians,These ads ran without a disclaimer,≤100
1639839762907640,Bettina's Kitchen,These ads ran without a disclaimer,≤100
411335395592489,Endometriosis UK,Endometriosis UK,≤100
175584152579855,Unite the union,Unite the union,≤100
232479886816529,Cambridge Institute for Sustainability Leadership,These ads ran without a disclaimer,≤100
813362708790951,UBP - Union Bancaire Privée,UBP - Union Bancaire Privée,≤100
2303250593259491,Coffee Logs,bio-bean,≤100
100460115820499,Recork,Recork,≤100
485290418240956,ROCKWOOL,These ads ran without a disclaimer,≤100
129900080517958,ITF - International Transport Workers' Federation,International Transport Workers' Federation,≤100
613832878641719,Forces News,BFBS,≤100
155791054542837,Davpack Packaging Supplies,Davpack,≤100
102161684540123,Devon Climate Emergency,Devon County Council,≤100
101700265787161,What's the story? Sounds,What's The Story Sounds,≤100
108731184114433,The Wildheart Trust,The Wildheart Trust,≤100
46074836918,The Trussell Trust,Trussell Trust,≤100
643057169228509,FT Channels,Financial Times,≤100
1046117708754519,Care4Calais,Care4Calais,≤100
112482903923756,Covid Testing Network,Covid Testing Network,≤100
397367290369272,Project Solar UK,Project Solar UK,≤100
7950759473,Cancer Research UK,Cancer Research UK,≤100
238845759618209,Commonplace,Commonplace,≤100
150546392113327,The Koin Club,These ads ran without a disclaimer,≤100
269383906869137,VERCIDA,Vercida,≤100
2443299312347521,Green New Deal Rising,Green New Deal UK,≤100
525829807549228,Promoting People,Promoting People,≤100
263404953714354,Holywell Trust,Holywell Trust,≤100
5662929773,openDemocracy,openDemocracy,≤100
1100489463333119,Asana Rebel,These ads ran without a disclaimer,≤100
135962813151731,Doctors Worldwide,Doctors Worldwide,≤100
175067939218623,Mercy Corps - Europe,Mercy Corps Europe,≤100
492185221179008,Stirling Coffee,These ads ran without a disclaimer,≤100
218711018144616,Chris Packham,Chris Packham,≤100
103528041204183,Times Radio,Erin Mary Wilson,≤100
63451405593,NFU Online,NFU Online,≤100
197825860676106,Diaspora Publishers,Diaspora Publishers,≤100
426833727525567,Aran Curry Property Investor and Educator,These ads ran without a disclaimer,≤100
113737240405347,Paul Doherty,Paul Gerard Doherty,≤100
200509426641599,Eco-Schools Northern Ireland Official,These ads ran without a disclaimer,≤100
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,≤100
293397550767539,USPCA,USPCA,≤100
112793557719623,Talkliv,These ads ran without a disclaimer,≤100
77071765498,Leonard Cheshire,These ads ran without a disclaimer,≤100
267923898389217,Hounded Campaign,Hounded Campaign,≤100
100160455646015,Cathy Mason MLA,South Down Sinn Féin,≤100
264444526901270,Human Aid UK,Human Aid UK,≤100
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),≤100
172710059485626,Keep Our NHS Public,Keep Our NHS Public,≤100
21019330647,Environmental Investigation Agency,Environmental Investigation Agency,≤100
218215475580593,Cllr Gary McKeown,Gary McKeown,≤100
69261051227,HMS Belfast,These ads ran without a disclaimer,≤100
107667846010490,EMERGENCY NGO,EMERGENCY UK,≤100
158365557945,Unseen & the Modern Slavery Helpline,Unseen UK,≤100
101853135486843,Time For Real Change in Unison campaign,Time For Real Change,≤100
1943466022628856,Trade & Invest Wales,These ads ran without a disclaimer,≤100
188863377824978,Muslim Aid,These ads ran without a disclaimer,≤100
73621126187,Rosa,Rosa UK,≤100
106805084894703,TOPIA Magazine,TOPIA Magazine,≤100
1380791542180139,Time To Help UK,Time to Help UK,≤100
234881964773,Vintage Books,These ads ran without a disclaimer,≤100
107582715996851,SPUC (Society for the Protection of Unborn Children),Michael Joseph Robinson,≤100
1293886627385229,Bending Sound,These ads ran without a disclaimer,≤100
387745318079682,Google,These ads ran without a disclaimer,≤100
683113385139713,Alastair Redman,"ALASTAIR JOHN, , , , , , , XXI REDMAN",≤100
327118287384388,The Institution of Engineering and Technology (IET),The Institution of Engineering and Technology (IET),≤100
104324028925757,Gavin For MLA,Gavin Patrick Malone,≤100
1682367945366856,POWER Film,Daniel George Edelstyn,≤100
6366026879,Dogs Trust,Dogs Trust,≤100
1079892818765620,Dulux Academy,These ads ran without a disclaimer,≤100
984203991753488,Research Outreach,Research Outreach,≤100
603389616739829,Bite Back 2030,Bite Back 2030,≤100
102736235538317,Evmotors.live,These ads ran without a disclaimer,≤100
108801061797994,Derek Backhouse,Derek John Backhouse,≤100
78436661801,The Christian Institute,The Christian Institute,≤100
1425133751140899,Kingham Property,These ads ran without a disclaimer,≤100
190533904321672,musicMagpie,musicMagpie,≤100
134213516600832,Logistics UK,Logistics UK,≤100
7783116506,Animals Asia,These ads ran without a disclaimer,≤100
107136434049475,Killicomaine Community Church,These ads ran without a disclaimer,≤100
1444592122425077,Hope for the Future,Hope for the Future,≤100
111244384340971,Support Domestic Workers,Wiego,≤100
123300991051802,ActionAid,ActionAid,≤100
105790917468773,Pawprint,Pawprint,≤100
144873565563070,Desenio,These ads ran without a disclaimer,≤100
232007404119958,Steve Bartlett,These ads ran without a disclaimer,≤100
1446491662056129,Just Treatment,Just Treatment,≤100
1703997926501590,Mercy Relief,Mercy Relief,≤100
164851239572,Women for Women International - UK,Women for Women International - UK,≤100
131759943686870,Global Citizen,Global Citizen,≤100
96128889770,RNIB,RNIB,≤100
195047610583003,Ehem. MEP Josef Weidenholzer,These ads ran without a disclaimer,≤100
107057208562660,Saving Animals International,Saving Animals International,≤100
180770375305990,Genpact,Genpact Ltd,≤100
443311422422074,AXA Northern Ireland,These ads ran without a disclaimer,≤100
292169941434153,EarthBits,EarthBits,≤100
208259529191152,Aid to the Church in Need UK,Aid to the Church in Need UK,≤100
100959719644,The New Statesman,New Statesman,≤100
6040534532,One Acre Fund,One Acre Fund,≤100
108912984982307,Pasyourtime,These ads ran without a disclaimer,≤100
101795454757704,Ste Hughes Music,Stephen William Hughes,≤100
105360591146333,Clean Up Gambling,MATTHEW GEORGE ZARB-COUSIN,≤100
185095311610804,Nerve Centre,These ads ran without a disclaimer,≤100
298753950816576,Councillor Andrew Gowan - Downshire East,ANDREW GOWAN,≤100
107968922565701,Lil-Lets,These ads ran without a disclaimer,≤100
1058947064227277,10X Growth Conference,These ads ran without a disclaimer,≤100
137660096284927,Child Poverty Action Group (UK) - CPAG,Child Poverty Action Group,≤100
167354146795234,Embassy of Hungary in London/ Magyarország Londoni Nagykövetsége,Magyarország Nagykövetsége London,≤100
102677939033481,UkraineInNeed.org,These ads ran without a disclaimer,≤100
94606675529,Hft,Hft,≤100
16352623251,Self Help Africa,Self Help Africa,≤100
109211185826999,StandWithUs UK,StandWithUs UK,≤100
102835467872884,Belfast Food Co-op,These ads ran without a disclaimer,≤100
147815178569858,The Road Haulage Association,Agent,≤100
16553417732,UK Parliament,UK Parliament,≤100
101183108039162,P1vital,P1vital,≤100
116294155174743,Cuckoo Belfast,These ads ran without a disclaimer,≤100
503270076404440,JD Williams,These ads ran without a disclaimer,≤100
83181195937,Findmypast,These ads ran without a disclaimer,≤100
8038902385,"Little, Brown Book Group","Little, Brown Book Group",≤100
176111239141096,Hybu Cig Cymru - Meat Promotion Wales,Hybu Cig Cymru - Meat Promotion Wales,≤100
585253558594078,Police.uk,Police UK,≤100
644323109017426,Ecotalk,Ecotricity Limited,≤100
117476785190,Save the Children UK,These ads ran without a disclaimer,≤100
176113059107255,Northern Stage,Northern Stage,≤100
