Page ID,Page name,Disclaimer,Amount spent (BRL)
188723084914969,Paulinho,Paulo Henrique Dalago Muller,1536
1449387248698770,Genial Investimentos,Genial Investimentos,1494
1423620614574722,Luís Fernando Almeida,Luis Almeida,1470
190487761082811,Marcelo Werner,Marcelo Werner,1457
214665511883192,Aldeias Infantis SOS Brasil,Aldeias Infantis SOS,1447
257697420929027,Deputado Marcius Machado,Marcius Da Silva Machado,1440
1061492427206941,Marcelo Achutti,Marcelo Achutti,1399
282802611759257,MidiaJur,Midiajur,1385
425866030884565,Jorginho Mello,Jorginho dos Santos Mello,1342
111604241466771,BrasilPatriota.shop,Brasil Patriota,1322
943623412462278,Pri Fernandes,Priscila Fernandes Farias,1318
112659180432045,Girl Up Brasil,Leticia Puech Bahia Diniz,1292
122923285036030,Júlia Zanatta,Júlia Zanatta,1283
1425039400960120,Dr. Jonas,Jonas Oscar Paegle,1260
126317964114852,Prefeitura de Itajaí,MUNICIPIO DE ITAJAI,1219
107457351856423,Chapa 3 Sinte - Retomar a Luta pela Base,Mara Tavares,1199
405494186138722,Miranda Coutinho Odontologia,These ads ran without a disclaimer,1190
287680017998870,Focus Concursos Públicos,Fabiano Oliveira,1184
226939977493808,Luiz Fernando Vampiro,Luiz Fernando Vampiro,1175
147234722056641,Zé Milton,José Milton Scheffer,1175
107300673949718,SMTT,These ads ran without a disclaimer,1167
2031750160222530,Além da Superfície,INSTITUTO BRASILEIRO DE PETROLEO E GAS,1157
241789676153937,Carlos Humberto,Kattiúcia Nascimento Villain Silveira,1145
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,1133
835813059780644,Valdir Cobalchini,Valdir Cobalchini,1116
413691015413596,Vexpert,These ads ran without a disclaimer,1115
888019181271013,Alex Wehrle,Alex Wehrle,1113
109298100795564,Chico Folle,Edilson Antônio folle,1108
159103797542,Greenpeace Brasil,These ads ran without a disclaimer,1097
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,1092
112021296931600,Mônica Lopes,IBPOM,1083
1809985405908357,Caio Tokarski,Caio Cesar Tokarski,1074
1452263511652954,Câmara de Vereadores de Itajaí,Câmara de Vereadores de Itajaí,1056
193719533998484,Fundação Fernando Henrique Cardoso,Fundação Fernando Henrique Cardoso,1031
203078399744747,Paulo Bornhausen,Paulo Bornhausen,1004
379286655517152,Banco PAN,These ads ran without a disclaimer,1002
366915959992127,Luciane Carminatti,Juliana Cardoso,1001
104534235325928,Dadá Westphal,Davisson Westphal,996
622650738192811,NB Finger Criciúma,These ads ran without a disclaimer,979
396026580517437,Rodrigo Coelho,Rodrigo Coelho,975
159664764718426,Wilian Tonezi,Wilian Tonezi,959
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,957
107633250933671,Giovana Mondardo,Giovana Mondardo,942
110334547801518,Intechlog,These ads ran without a disclaimer,922
107624341759744,Eleição Exponencial,Revitto,899
1660473260855497,Ricardo Alba,Ricardo Alba,890
512991812414761,Onésimo Sell,Onésimo José Sell,887
1894520370802455,Governo do Brasil,These ads ran without a disclaimer,863
288875661294840,Lucas Neves,Lucas Neves,849
2351178035136115,PRTB Estadual Santa Catarina,DIRETORIO REGIONAL DO PARTIDO RENOVADOR TRABALHISTA BRASILEIRO PRTB,814
203087968415274,Matheus Silva,These ads ran without a disclaimer,792
203326359677581,PCdoB - Partido Comunista do Brasil,PCdoB,789
2129003817123240,Vereador Andre Xavier,Luis Rodrigo Rossete,789
679837345546421,Felipe D'Avila,Luiz Felipe d'Avila,786
118177008336880,Jorge Boeira,Paulo Agra,783
1110549055704858,Closmar Zagonel,Closmar Zagonel,782
348681445247065,Adeliana Dal Pont,Adeliana Pont,773
1389592177967243,Cassiano Ucker,Cassiano Ucker - Médico e Vereador,757
485172928255479,Extra Classe,Gilson Verani Freitas De Camargo,741
145608108896911,Frente Parlamentar da Agropecuária - FPA,Instituto Pensar Agropecuária,739
240431905974613,IPM Sistemas,IPM Sistemas,739
294014981150795,Jair Miotto Deputado Estadual,Jair Miotto,712
113671387029429,Dr. Vicente Corrêa Costa,Vicente Costa,694
100150228376589,Tiago Baltt,Tiago Baltt,690
110393578218545,Saldão Nome Limpo,Adriele Silva,678
161716947574963,Altair Silva,Altair Silva,662
129795707218499,Carmen Zanotto,Carmen Zanotto,652
1531804923730434,Kita Xavier,Kita Xavier,650
225349992785733,Macedo & Sega Advocacia Previdenciária,Mauricio Santos,635
419228248099705,Oassessor.com,O Assessor Serviços em Tecnologia da Informação Ltda,629
279027863918379,Andressa Rocha,MÁRCIA ALEX SANDRA FRAGA,627
115230991849922,O Globo,Editora Globo,599
634443599908316,Fernando Krelling,Fernando Krelling,584
107933945163729,Jessica Kuhn,Maira Darlene Dutra De Oliveira,580
645962885503842,Samuel Ramos,Samuel Ramos,576
436655656434516,Zênite Informação,Zênite Informação e Consultoria,570
139880996628122,Nazareno Martins,Nazareno Setembrino Martins,567
425350744240843,Comitê Internacional da Cruz Vermelha,These ads ran without a disclaimer,561
106147295393812,Gabriela Correa,Eva Gularte Dias,560
426083354260570,Anahp,ANAHP- Associação Nacional de Hospitais Privados,557
405959062881125,NOVO 30 Blumenau,Partido Novo - Blumenau - SC - Municipal,550
347742876973,ADPF - Associação Nacional dos Delegados de Polícia Federal,Associação Nacional dos Delegados de Polícia Federal,548
715237951844593,Vereadora Maria Tereza Capra,Maria Capra,544
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,531
128802790469337,Todos Pela Educação,Todos Pela Educação,529
1377544922459460,Prefeitura de Jaraguá do Sul,These ads ran without a disclaimer,527
118678938210868,SIMPI,Simpi,518
452507981622472,Fabiano Caitano,FABIANO CAITANO,511
275510232497256,Tel Aviv University International,These ads ran without a disclaimer,508
103663208528604,Luciano Hang,Luciano Hang,499
131497886977001,Associação Paulista de Medicina,Associação Paulista de Medicina,499
464490233749503,Bruno da Saúde,Bruno Alfredo Laureano,491
106680980943960,Joel Schmidt,Joel Schmidt,482
121485934617409,Embaixada da Alemanha Brasília,Hermann Schemel,480
1464331447120604,Sidney Sabel,Sidney Sabel,480
478752158813845,Maurício Eskudlark Deputado,Mauricio Jose Eskudlark,478
100474221848197,Matson Luis Cé,Mtason Luis Cé,474
144112092312277,João Doria,Partido da Social Democracia Brasileira,470
1673812422880277,Vereador Patrick Machado,Ivanir Sabino,465
173776816159515,Julio Lopes,Julio Lopes,453
217451785552263,Daniela Reinehr,Daniela Reinehr,450
998620913587874,TC,TC TRADERS CLUB SA,436
112027708065684,Marcelo Cestari,MARCELO MARTINS CESTARI,431
303942650339768,Jocimar dos Santos,Jocimar dos Santos,430
844549288949778,IBPAD - Instituto Brasileiro de Pesquisa e Análise de Dados,IBPAD - INSTITUTO BRASILEIRO DE PESQUISA E ANALISE DE DADOS LTDA - ME,422
106133118703263,Davi Bitencourt,Jakson Dos Santos Da Silva,415
171840886173148,Meu Bolso em Dia,These ads ran without a disclaimer,413
274148352633183,Empresas Minister,These ads ran without a disclaimer,411
1931965243746616,Professora Rita Gonçalves,Inovart Cursos e Treinamentos,409
496443053731900,Alberto Mourão,Alberto Pereira Mourão,402
100145909336494,Barbara Lis,These ads ran without a disclaimer,402
101244331985725,Reintegração do Norte Gaúcho,Michel Barbosa,400
103654108205888,Reforma Administrativa não,CAJUINA PRODUÇÕES E MÍDIA DIGITAL,400
1703010579956133,Eleições 2022 - Cursos Online,Curso Eleitoral,399
100134385923671,Jessica Ferraz,Maira Darlene Dutra De Oliveira,396
108987364630064,Centro de Inovação Social Abadeus,ASSOC BENEF ABADEUS,395
270075236400652,Hussein Bakri,Hussein Bakri,390
1760090027557950,Deputado Berlanda,Deputado Berlanda,390
103517632244867,Ciro Gomes - Santa Catarina,Rodrigo Talevi Dos Santos,383
101979505724519,Ciça Muller,Flavio Pavan,383
155201831260401,Pedro Uczai,Pedro Uczai,379
106463207793148,Osmar Barcaro,Osmar Barcaro,378
101821409144767,Roberto Teixeira Farias,Erico Cerqueira,372
109422710632609,A Verdade,Thiago Pereira Berto,364
379143012542464,Vinícius Mariño,VInícius Mariño,364
289400781500423,Acamosc,ACAMOSC,364
224210149025547,Sidinei Mesnerovicz - Sidão,Sidinei Mesnerovicz,363
477380042388698,SINJUSC Sindicato,SINJUSC (Sindicato dos Servidores do Tribunal de Justiça de Santa Catarina ),363
1977144492578298,Bruno Secco,Bruno Ricardo Secco Souza,362
129125850959364,Daniel José,Daniel Jose Da Silva Oliveira,359
103123492116065,Turbo Score,Henrique Cerqueira,356
200773697350,GuiaInvest,GUIAINVEST SERV DE TECNOLOGIA DA INFORMACAO LTDA,356
598807353634742,Filipe Schmitz,Filipe Alexandre Schmitz,355
2544666325578449,Eleja.se,Eleja.se,351
352159438663231,Flávia Vicente,Flávia Vicente,349
557484144321941,Lioilson,LIOILSON M CORREA,349
1700227383437806,OC Advogados,Oliveira e Carneiro Sociedade de Advogados,345
428453867252792,Professor Gustavo Fregapani,These ads ran without a disclaimer,344
103438224930561,Fabiano do Guincho,Fabiano Dobner,342
337480196266910,Federação Nacional dos Policiais Rodoviários Federais,Federação Nacional dos Policiais Rodoviários Federais,340
103920308461143,Observatório Social da Petrobrás,Cajuína Produções e Mídia Digital,334
661866270570867,Deputado Federal Elias Vaz,Elias Vaz de Andrade,331
106869981440689,Brasil Certo,BRASIL CERTO,328
111498314691810,Lucas Bove,Lucas Bove,325
458048987893303,Delegado Palumbo,Delegado Palumbo,323
100762890036761,Manhanelli Associados,CONSULTA INTELIGENCIA LTDA,322
103438142161694,Ofertas da semana,Antonio Oliveira,314
105569381659578,Raul Canal,Raul Canal,308
147258388715323,Fundação Luterana de Diaconia (FLD),Fundação Luterana de Diaconia,305
456872437699016,Sindifisco Nacional,Sindifisco Nacional,304
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,289
107412367748328,Joy Pilates,These ads ran without a disclaimer,287
105598778809209,Vanderlei Carvalho,Aderbal Ferrandis,283
977607505682751,CP Iuris,These ads ran without a disclaimer,282
187869627968575,Roberto Tripoli,Roberto Tripoli,281
241839765912021,Estratégia Concursos,These ads ran without a disclaimer,279
1424575394420539,Sindicato Nacional dos Aeronautas,Sindicato Nacional dos Aeronautas,277
104687751369948,Ozair Coelho Polaco,Luis Rodrigo Rossete,276
624104228215525,pospucprdigital,These ads ran without a disclaimer,276
100709958332212,Kátia Cardoso,Katia Regina Cardoso Da Silva,270
143668009023877,Itaú Social,Fundação Itaú Social,267
115091970282973,InfluênciaPolítica,Influência Política,267
394955597207788,Deputada Lucinha,Lucia De Barros,267
603214206429002,Projeto Camaleão,Projeto Camaleão,266
165205036869225,Quebrando o Tabu,Quebrando o Tabu Midia Digital SA,263
494538447402826,Transposul - Feira e Congresso de Transporte e Logística,These ads ran without a disclaimer,261
1150344458328931,Silvio Alexandre Zancanaro,Silvio Alexandre  Zancanaro,254
105844518414765,André Lajst,André Lajst,253
103490548849690,ClickSuper,These ads ran without a disclaimer,252
2086279788271073,Osmar Bria,Fhillip Pinheiro,251
293351651572087,Lia Lara,Instituto Dankemo,247
109789152161,Sou da Paz,Instituto Sou da Paz,236
905017009683992,Carlos Moisés,Carlos Moisés da Silva,236
106917624905440,L. Menegaz Jr.,Menegaz Jr,233
102371144884962,TVBee World,These ads ran without a disclaimer,232
155515955127748,Gabriel Córdova,Vereador Gabriel Cordova,228
404308036293197,Alex Chernehaque,These ads ran without a disclaimer,226
1733468200200560,Wellington Bielecki,Wellington Bielecki,225
107969915212203,Joel Lucinda,Joel Orlando Lucinda,224
665498620499336,"O Novo Legislativo, por Renata Cunha",Instituto Renata Cunha,222
1433929133492494,Renata Abreu,Renata Hellmeister de Abreu,216
280413655431834,AMB - Associação Médica Brasileira,Associação Médica Brasileira,214
343687106821275,Fiador Fácil,These ads ran without a disclaimer,211
106493417547936,Natália Mendonça,Vitorino & Mendonça,211
129795707218499,Carmen Zanotto,Carmen Emilia Bonfa Zanotto,210
375217322606732,Portal Tucumã,REDE TUCUMA DE COMUNICACAO LTDA,206
483922908380253,Egídio Beckhauser,Egidio Da Rosa Beckhauser,205
106226135371045,Feirão Limpa Nome,These ads ran without a disclaimer,205
114696736968816,Verta,These ads ran without a disclaimer,201
317802285693711,TVBC,Sandro Machado De Miranda,201
799291570129827,Bruno Garschagen,Bruno M Garschagen,200
111786087108686,Paulo Basilio,Paulo Basilio,200
242062609325601,Agenda 227,ANDI AGENCIA DE NOTICIAS DOS DIREITOS DA INFANCIA,196
163033743759214,ACIJ - Associação Empresarial de Joinville,ACIJ Associação Empresarial de Joinville,196
112810551420443,Gisele Koslowski,Fonseca,194
100429111698632,Vou de Túnel,In Press Oficina,193
1639054639743483,Igor Batista Gomes,Igor Gomes,191
1944560898904165,Percursa,These ads ran without a disclaimer,190
1673812422880277,Vereador Patrick Machado,Rodrigo Talevi Dos Santos,189
344484892246127,CCE - PUC- Rio,FACULDADES CATOLICAS,188
378254909362709,PRF Fernando Beilfuss Suplente Deputado Estadual/SC,FERNANDO  ARGILAR BEILFUSS,187
170238043113891,Professor Rômulo Passos,These ads ran without a disclaimer,187
323983461125902,O Antagonista,Mare Clausum Publicações LTDA,185
211015249060673,Darci de Matos,Darci De Matos,185
1490922331155430,Unicursos Curitiba,Matheus Correa,184
531327883710115,Jones Moura,Jones Barbosa De Moura,184
110948134824319,Passando a Limpo,Gean Souza,183
109055221354055,Esfera Brasil,ESFERA ᴮᴿ,183
1409369672675598,Sintrasem Florianópolis,Sindicato dos Trabalhadores no Serviço Público Municipal de Florianópolis - Sintrasem,182
109045897584974,Concurseiros da Educação 2022,These ads ran without a disclaimer,182
102498528205706,Miguel da Silva,Miguel Paulo Da Silva,181
1260393754014290,Michell Sombrio,Michell Sombrio,180
101266765764212,Celebrites Today,Brunno Santos,176
243898122455520,Servidor em Luta,Marcelo Da Silva,175
106013104183284,Cleverson Ferreira,Cleverson Ferreira Dos Santos,174
112036938170552,Lucas Melo,Fonseca,172
201878973201295,Republicanos10,Republicanos10,171
470750715303,Instituto Socioambiental - ISA,Instituto Socioambiental,170
100641868339264,Rodrigo de Oliveira,Rodrigo Oliveira,170
106298844753406,PGF Concursos,Gustavo Almeida,169
100265121565521,Luis Rodrigo Rossette,Luis Rodrigo Rossete,169
390714917933200,Elton Cristo,Elton Cristo Da Silva Da Silva,167
113455336434,Centro de Liderança Pública,CLP - Centro de Liderança Pública,167
144649435898600,Bruno Cunha,Carlos Eduardo Leite,166
0,Instagram User 8502364505,These ads ran without a disclaimer,165
108554291657851,Lavra Filmes,Lavra Filmes,164
1504580766531518,Mulheres Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,163
110677640307677,Blogando.com,Fabricio Costa,163
1438563193119250,Jean Ricardo,Jean Ricardo Antunes,162
341303356796190,Vinicius Lummertz,Vinicius Rene Lummertz Silva,161
1809985405908357,Caio Tokarski,Caio Tokarski,160
335426193184027,Conaci,Conselho Nacional de Controle Interno - Conaci,157
962615323779536,Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,155
114248903470049,Frente Parlamentar da Medicina,Frente Parlamentar de Medicina,155
218767386777981,Daniel Carvalho,These ads ran without a disclaimer,155
633578433500190,Rede Essent Jus,ESSENT JUS CONTABILIDADE E CONSULTORIA LTDA,154
242919576048970,Rafael Parente,Rafael De Parente,152
471715223024151,Instituto Liberdade e Cidadania,Instituto Liberdade e Cidadania,151
116507491761842,CERS Cursos Online,These ads ran without a disclaimer,151
330379553673497,Oxfam Brasil,Jorge Henrique Cordeiro,151
103113175681348,Vanessa da Rosa,Vanessa da Rosa,150
110779533634995,Salve Seus Dados,Associação Nacional dos Empregados da Dataprev,150
121732385012874,HM Negócios Imobiliários,These ads ran without a disclaimer,150
102840214761770,Luizinho da Regional,Luiz Goedert,150
207518726005432,PSTU Nacional,PSTU,149
106524497842451,Constantino Santa Catarina,Constantino Freitas,149
356204831077731,Prefeitura de Francisco Beltrão,Maykon Justiniano,149
838562719513923,Saulo Batista,Saulo Batista,148
104275995407532,O Jornal SC,O JORNAL SC,147
220346131312219,Ministério Público do Trabalho,MINISTERIO PUBLICO DO TRABALHO,147
101500685811236,Auxilio - Limpa Nome,These ads ran without a disclaimer,146
123884341029248,João Jorge,Joao Jorge De Souza,146
101687831462814,"Rodrigo Andrade, A Real Mudança",Rodrigo Andrade,146
146003468834776,Sintrajufe/RS,Sindicato dos Trabalhadores do Judiciário Federal e do Ministério Público da União no RS - Sintrajufe/RS,145
110922604755662,Gustavo Almeida,These ads ran without a disclaimer,144
106228144547883,Evi,These ads ran without a disclaimer,143
100142328690775,Daniel Andrade - StartGeo,Daniel Andrade,142
176147122570147,ADA FLORIPA IMOVEIS,These ads ran without a disclaimer,140
261304555735117,Macedo Advocacia Previdenciária,Macedo Advocacia Previdenciária,140
105006672214443,Miguel Cardoso,Djenifer Lutz,138
948419685549959,Ousadia Política,Daniel Da Silva,137
578337385945501,Magnomunoz,Magno Munoz,135
344766333087003,Nem tudo se desfaz,Lavra Filmes,132
144522665592650,DevMedia,DevMedia,130
106818781065732,João Cechinel,Joao Vitor Cechinel,130
107811567351634,Ser Aprovado,These ads ran without a disclaimer,129
128850220504786,UNICEF Brasil,These ads ran without a disclaimer,128
111300054064741,Erivelto Danone,Erivelto Santos,128
220778897969256,Zeca Dirceu,Jose Carlos Becker De Oliveira E Silva,128
104486751876738,Tenente Coronel Zucco,Luciano Lorenzini Zucco,127
835813059780644,Valdir Cobalchini,Joao Paixao,126
106514888484510,Astro Fc,These ads ran without a disclaimer,124
1486856511579646,Taiguara Fernandes de Sousa,These ads ran without a disclaimer,123
214226348787264,Instituto Vencer o Câncer,INSTITUTO VENCER O CANCER,121
1699109920321682,Claudio Aragão,Claudio Aragão,121
1664625240493495,Alexandro Suchara,Alexandro Suchara,120
105371721828791,Money News,F E M GLOBAL BRANDS LTDA-ME,120
1965324323694659,CNseg - Confederação Nacional das Seguradoras,CNseg,119
1544903485815344,Carla Ayres,Vereadora Carla Ayres,119
110284788211314,Walter Barretto Jr.,Walter Duarte Barreto Junior,118
103609098277202,Pra Ser Justo,Endeavor Brasil,118
105288358581134,Meu Nome Limpo,These ads ran without a disclaimer,117
1165488993512231,Nossas,NOSSAS,116
654988707867408,Empregos no japão itiban,Itiban Empregos no Japão,116
564150546986457,Dep Chiquinho Brazão,Joao Francisco Inacio Brazao,116
453401278092959,Aprovação PGE,These ads ran without a disclaimer,115
1486856511579646,Taiguara Fernandes de Sousa,TAIGUARA FERNANDES CURSOS E FORMACAO LTDA,115
106623079444681,INLEGIS,INLEGIS,115
668759246607550,Felipe Dordete,Felipe Abreu,114
106113752107087,Fernando Barcelos Pires,Andre Escobar,114
115003504538738,Leonardo Prado de Lima,Djenifer Lutz,114
100308005591904,Seja Provanza,These ads ran without a disclaimer,114
105130024694896,Ecomed Saúde,These ads ran without a disclaimer,113
857661200958323,Adavilson De Castilhos Magagnin/Tchá-Tchá,Adavilson Magagnin,112
104500818170928,Mariano Cabreira,Mariano Cabreira,111
217183312531306,Prado Supermercados,These ads ran without a disclaimer,109
168865359819628,NOVO 30,Partido Novo,109
1829030244045471,Vereador Rubens Angioletti,Rubens Angioletti,109
2013628912048268,Brasil Amazônia Agora,Brasil Amazônia Agora,107
112347331474024,Clara Alves,Maria Do Socorro Dos Santos,107
124600732785757,Pela Cidadania,TRANSPARENCIA BRASIL,105
259993134580613,Deputado Marcos Vieira,Deputado Marcos Vieira,105
114307680303340,Johny Marcos,Johny Marcos Tibes De Souza,104
100647348432569,Danilo Moritz,Danilo Moritz,103
289932741037155,Eli Corrêa Filho,Adriano Eli Correa,103
101052615544389,IBC Instituto Brasil Conservador,INSTITUTO BRASIL CONSERVADOR - IBC,102
316828035004008,Tribunal Superior Eleitoral (TSE),These ads ran without a disclaimer,102
101383295005272,Via Direta,Gean Souza,101
109397982836634,Autor da Própria Saúde,These ads ran without a disclaimer,≤100
108709217613749,Leandro Sorgatto,These ads ran without a disclaimer,≤100
1021054247992204,NOVO 30 Itajaí,Partido Novo Diretório Estadual SC,≤100
855307314561093,Crors Conselho,Conselho Regional de odontologia RS,≤100
101532082188588,Feirão de Móveis,These ads ran without a disclaimer,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
359314460836674,Veus Saúde,VEUSTEC SERV DE INFORMATICA LTDA,≤100
303981736949468,Jingle Vinheta,Paulo Magalhaes,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
229551624345892,Editora Trinitas,These ads ran without a disclaimer,≤100
113297687200984,Soratto,ESTENER SORATTO DA SILVA JUNIOR VEREADOR,≤100
263199020531986,JOTA,JOTA,≤100
219119761919998,Professora Caren Machado Medeiros,CAREN SILVA MACHADO MEDEIROS,≤100
2104722592918710,Gisele Meter,Estrategia Parlamentar,≤100
320741841325616,ZonaCurva,Fernando Do Valle Barbosa,≤100
105158391280794,Konta Azul - Soluções Financeiras,These ads ran without a disclaimer,≤100
109546377529100,Cleomar Bueno da Rocha,Cleomar Rocha,≤100
1726550077656385,Instituto Ranking Brasil,Instituto Ranking Pesquisa,≤100
104256551950166,Portal Política,PORTAL POLITICA COMUNICAÇÃO,≤100
105303991516916,Índigo Instituto,Fundação Instituto de Inovação e Governança,≤100
1632845003624410,Lúcio Sorge,Lucio Sorge,≤100
179856875529257,Padre João PT,João Carlos Siqueira,≤100
102185548694651,Essencial é a Vida,Essencial é a Vida,≤100
339606729398017,Roberto Requião,Roberto Requiao De Mello E Silva,≤100
106308415121143,Politique - Detalhamento de Votos,Tiago Cabral,≤100
102786122314520,Feirão Nome limpo,These ads ran without a disclaimer,≤100
108815381586120,Ricardo Salles MMA,Ricardo De Aquino Salles,≤100
538226103047392,Paula Frazão TOEFL IBT,These ads ran without a disclaimer,≤100
248844375207062,Jorge Wilson Xerife do Consumidor,Jorge Wilson - Xerife do Consumidor,≤100
107352021429133,Soldado Fruet,Marcos Adriano Ferreira Fruet,≤100
100470085776947,Deivid Silva,These ads ran without a disclaimer,≤100
103060572226120,Inovação Política,Inovação Marketing e Editora LTDA,≤100
104246965625193,Tiago Ferreira,MÁRCIA ALEX SANDRA FRAGA,≤100
