Page ID,Page name,Disclaimer,Amount spent (BRL)
258373807522152,"Compartilha Bahia: Notícias de Camaçari, de Salvador e de todo Estado",Julio Dias,567
275510232497256,Tel Aviv University International,These ads ran without a disclaimer,542
144112092312277,João Doria,Partido da Social Democracia Brasileira,538
208884825929448,Josias Gomes,Luis Sales,535
103654108205888,Reforma Administrativa não,CAJUINA PRODUÇÕES E MÍDIA DIGITAL,532
453401278092959,Aprovação PGE,These ads ran without a disclaimer,532
143668009023877,Itaú Social,Fundação Itaú Social,524
107811567351634,Ser Aprovado,These ads ran without a disclaimer,517
1449186785352393,Deputado Sérgio Brito,Deputado Sérgio Brito,506
1965324323694659,CNseg - Confederação Nacional das Seguradoras,CNseg,503
101972648833195,Tati Mandelli,Tatiana Mandelli,499
103920308461143,Observatório Social da Petrobrás,Cajuína Produções e Mídia Digital,480
115091970282973,InfluênciaPolítica,Influência Política,480
627570787327305,Zé Raimundo,Jose Fontes,475
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,467
105844518414765,André Lajst,André Lajst,463
240692902959743,Luciano Almeida,Luciano Marcio Santos Almeida,455
739255016240469,Diego Castro,Diego Barbosa,440
187869627968575,Roberto Tripoli,Roberto Tripoli,438
293351651572087,Lia Lara,Instituto Dankemo,429
147460338758759,Vereador Palhinha,Orlando Pereira Palhinha,424
101687831462814,"Rodrigo Andrade, A Real Mudança",Rodrigo Andrade,424
456872437699016,Sindifisco Nacional,Sindifisco Nacional,424
229210725758269,André Porciuncula,Andre Esteves,420
977607505682751,CP Iuris,These ads ran without a disclaimer,417
1165488993512231,Nossas,NOSSAS,402
737826499632743,Lira Filmes,Thuane Sobral Chaves,401
584237318382775,ASBAC Sindicato,These ads ran without a disclaimer,399
242062609325601,Agenda 227,ANDI AGENCIA DE NOTICIAS DOS DIREITOS DA INFANCIA,397
109045897584974,Concurseiros da Educação 2022,These ads ran without a disclaimer,395
665498620499336,"O Novo Legislativo, por Renata Cunha",Instituto Renata Cunha,390
113455336434,Centro de Liderança Pública,CLP - Centro de Liderança Pública,387
679837345546421,Felipe D'Avila,Luiz Felipe d'Avila,382
449019178512974,Partido Comunista do Brasil na Bahia,Partido Comunista do Brasil na Bahia,381
2086279788271073,Osmar Bria,Fhillip Pinheiro,376
998620913587874,TC,TC TRADERS CLUB SA,375
147460338758759,Vereador Palhinha,Orlando Palhinha,373
472097156139269,Prefeitura de Salvador,These ads ran without a disclaimer,360
109789152161,Sou da Paz,Instituto Sou da Paz,359
101821409144767,Roberto Teixeira Farias,Erico Cerqueira,356
962615323779536,Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,356
216099355223068,Daniel Almeida,Daniel Gomes de Almeida,353
1474026932838483,Ivana Bastos,Ivana Teixeira Bastos,350
116507491761842,CERS Cursos Online,These ads ran without a disclaimer,350
106493417547936,Natália Mendonça,Vitorino & Mendonça,341
506040492799527,Manuel Rocha,Manuel Azevedo Rocha,339
1433929133492494,Renata Abreu,Renata Hellmeister de Abreu,337
141311146554309,Novo 30 Bahia,Partido NOVO 30 BAHIA,333
103609098277202,Pra Ser Justo,Endeavor Brasil,330
302168076908630,Deputada Fátima Nunes,Maria de Fátima Nunes dos Anjos,319
603214206429002,Projeto Camaleão,Projeto Camaleão,316
394955597207788,Deputada Lucinha,Lucia De Barros,316
335426193184027,Conaci,Conselho Nacional de Controle Interno - Conaci,314
1374704836112883,Jovens Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,308
107933945163729,Jessica Kuhn,Maira Darlene Dutra De Oliveira,303
279027863918379,Andressa Rocha,MÁRCIA ALEX SANDRA FRAGA,301
100762890036761,Manhanelli Associados,CONSULTA INTELIGENCIA LTDA,296
114248903470049,Frente Parlamentar da Medicina,Frente Parlamentar de Medicina,296
661866270570867,Deputado Federal Elias Vaz,Elias Vaz de Andrade,294
379143012542464,Vinícius Mariño,VInícius Mariño,291
489012484462741,Abrasel,Abrasel,287
1746222552063086,Adalberto Rosa Barreto - Dal,Antonia Correia,285
111498314691810,Lucas Bove,Lucas Bove,285
100429111698632,Vou de Túnel,In Press Oficina,283
1690356074533448,Sintaj Sindicato,SINTAJ,283
101696298093518,Isabela Sousa,Isabela Sousa,278
242919576048970,Rafael Parente,Rafael De Parente,277
1700227383437806,OC Advogados,Oliveira e Carneiro Sociedade de Advogados,274
103934641435695,Luma Menezes,Luma Mattos De Souza,273
100142328690775,Daniel Andrade - StartGeo,Daniel Andrade,272
948419685549959,Ousadia Política,Daniel Da Silva,271
105569381659578,Raul Canal,Raul Canal,271
104500818170928,Mariano Cabreira,Mariano Cabreira,269
171840886173148,Meu Bolso em Dia,These ads ran without a disclaimer,268
217962558711392,Buser,Buser Brasil Tecnologia LTDA.,263
504148936286853,Data Goal,Data Goal,260
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,258
795066333934481,Mulheres Republicanas,Mulheres Republicanas,258
123884341029248,João Jorge,Joao Jorge De Souza,258
103011388388429,Podemos Tocantins,PODEMOS 19,255
390714917933200,Elton Cristo,Elton Cristo Da Silva Da Silva,254
624104228215525,pospucprdigital,These ads ran without a disclaimer,254
111517257274935,André Fraga,André Moreira Fraga,250
337944796341003,Solidariedade,Solidariedade,250
1080643001991396,Léo de Lió,Leonardo Dourado,249
121485934617409,Embaixada da Alemanha Brasília,Hermann Schemel,249
633578433500190,Rede Essent Jus,ESSENT JUS CONTABILIDADE E CONSULTORIA LTDA,246
634595760352585,Direito Religioso,DIREITO RELIGIOSO COMERCIO DE PUBLICAÇÕES E CURSOS LTDA,246
100308005591904,Seja Provanza,These ads ran without a disclaimer,245
195844580478494,Carlos Geilson,Carlos Geilson Dos Santos Silva,243
1994272477461650,Mais Autonomia,Mais Autonomia,242
425350744240843,Comitê Internacional da Cruz Vermelha,These ads ran without a disclaimer,242
143803862450980,Célio Studart,Célio Studart Barbosa,239
359314460836674,Veus Saúde,VEUSTEC SERV DE INFORMATICA LTDA,238
1898113053736296,Instituto Nêmesis,Instituto Nêmesis de Estudos Avançados em Direito,237
496443053731900,Alberto Mourão,Alberto Pereira Mourão,236
165205036869225,Quebrando o Tabu,Quebrando o Tabu Midia Digital SA,236
344484892246127,CCE - PUC- Rio,FACULDADES CATOLICAS,235
109394417481592,Drrafaelfreitas,These ads ran without a disclaimer,233
193453904723542,Mateus Braga,Mateus Carlos Da Silva Braga,232
998759253546368,Elegis,Elegis Gestão Estratégica,232
106147295393812,Gabriela Correa,Eva Gularte Dias,231
458048987893303,Delegado Palumbo,Delegado Palumbo,227
100134385923671,Jessica Ferraz,Maira Darlene Dutra De Oliveira,226
106133118703263,Davi Bitencourt,Jakson Dos Santos Da Silva,222
577026925748157,Secretaria Nacional da Mulher do Solidariedade,DIRETÓRIO NACIONAL DO PARTIDO SOLIDARIEDADE,222
103123492116065,Turbo Score,Henrique Cerqueira,221
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,219
237597346269787,Marco Bertaiolli,Marco Bertaiolli,218
0,Instagram User 3565082273,These ads ran without a disclaimer,218
330379553673497,Oxfam Brasil,Jorge Henrique Cordeiro,217
106226135371045,Feirão Limpa Nome,These ads ran without a disclaimer,214
674920165925236,Alessandro Guedes,Alessandro Guedes Dos Santos,213
101266765764212,Celebrites Today,Brunno Santos,210
470750715303,Instituto Socioambiental - ISA,Instituto Socioambiental,206
248844375207062,Jorge Wilson Xerife do Consumidor,Jorge Wilson - Xerife do Consumidor,203
100145909336494,Barbara Lis,These ads ran without a disclaimer,197
285589645720795,Tagner Cerqueira,Tagner Cerqueira,194
110922604755662,Gustavo Almeida,These ads ran without a disclaimer,193
330111343714737,RAPS Brasil,Rede de Ação Política pela Sustentabilidade,191
1796853600564637,Jair Da Mendes Gomes,ADEJAIR SANCHES DE AGUIAR,189
283843565077451,ANAFE,ASSOCIAÇÃO NACIONAL DOS ADVOGADOS PÚBLICOS FEDERAIS - ANAFE,189
104734662920317,Telecine,These ads ran without a disclaimer,189
124600732785757,Pela Cidadania,TRANSPARENCIA BRASIL,188
449637565569308,Hold,Hold Assessoria Legislativa,186
838562719513923,Saulo Batista,Saulo Batista,186
376243256164,PT Bahia,PT Diretorio Regional da Bahia,185
337480196266910,Federação Nacional dos Policiais Rodoviários Federais,Federação Nacional dos Policiais Rodoviários Federais,184
241149405912525,UNE - União Nacional dos Estudantes,União Nacional do Estudantes,183
106880440768510,Exclusiva Live Mkt,Rafaela Da Cunha Amaral Carvalho,183
110055824153538,Daniel Alves,Daniel Vianna Alves De Almeida,182
128850220504786,UNICEF Brasil,These ads ran without a disclaimer,180
157912844276400,Governo da Bahia,These ads ran without a disclaimer,178
102185548694651,Essencial é a Vida,Essencial é a Vida,176
141115832919796,Professor Mollar,Jonathan Molar,176
200773697350,GuiaInvest,GUIAINVEST SERV DE TECNOLOGIA DA INFORMACAO LTDA,176
727391094071080,Guiga Nunes,Guilherme De Albuquerque Melo Nunes,175
110239864930869,Festival Vermelho,Fundação Maurício Grabois,171
108143861587898,Maurício Neves,Manoel Neves,171
1944560898904165,Percursa,These ads ran without a disclaimer,170
316828035004008,Tribunal Superior Eleitoral (TSE),These ads ran without a disclaimer,169
207518726005432,PSTU Nacional,PSTU,168
424520534570369,Dr. David Rios,David Rios,168
1384192635166181,Federação Nacional dos Trabalhadores do Judiciário nos Estados,Fenajud,167
896917943723974,Thiago Alvim - Ortopedia Biológica,These ads ran without a disclaimer,167
112347331474024,Clara Alves,Maria Do Socorro Dos Santos,166
103060572226120,Inovação Política,Inovação Marketing e Editora LTDA,165
1424575394420539,Sindicato Nacional dos Aeronautas,Sindicato Nacional dos Aeronautas,165
104481908176406,Deputado Josafá Marinho,Deputado Josafá Marinho,164
1504580766531518,Mulheres Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,164
103536864945166,Jornal Brasil Popular,Cielito Rebelatto Júnior,164
223065508379252,Comandante Rangel,Kleber Rangel,162
106511987371835,Base.Lab,BaseLab Consultoria Política,161
531327883710115,Jones Moura,Jones Barbosa De Moura,161
335110749900759,Adriana Accorsi,Adriana Accorsi,159
2104722592918710,Gisele Meter,Estrategia Parlamentar,158
144522665592650,DevMedia,DevMedia,158
109785372399873,IAB - Instituto dos Advogados Brasileiros,Instituto dos Advogados Brasileiros,157
109236879236206,Grupo Rhema Educação,These ads ran without a disclaimer,157
320741841325616,ZonaCurva,Fernando Do Valle Barbosa,156
200625467004531,Luigi Rotunno,Luigi Rotunno,156
799291570129827,Bruno Garschagen,Bruno M Garschagen,156
105158391280794,Konta Azul - Soluções Financeiras,These ads ran without a disclaimer,155
103827308927616,Bevali,These ads ran without a disclaimer,155
103438142161694,Ofertas da semana,Antonio Oliveira,152
100811908368521,Unidos pelo Brasil,Unidos pelo Brasil,150
279512169570216,Renato Bromochenkel,Renato Bromochenkel,150
110837301328238,Bruno Barreto FSA,Bruno Barreto,150
216099355223068,Daniel Almeida,Daniel Souza de Almeida,147
1483513628595098,JM Jornal Metrópole,Ary Esperidiao De Lima,146
110284788211314,Walter Barretto Jr.,Walter Duarte Barreto Junior,146
109397982836634,Autor da Própria Saúde,These ads ran without a disclaimer,146
127345704142213,Sandro De Castro,These ads ran without a disclaimer,144
105303991516916,Índigo Instituto,Fundação Instituto de Inovação e Governança,144
108330837523754,Im.pulsa,Instituto Update,142
170168779860221,Agrex do Brasil,These ads ran without a disclaimer,142
930892123737206,Metapolítica,Metapolítica,141
419379612242834,Geraldo Honorato,I Geraldo Honorato Santos De Oliveira,141
564150546986457,Dep Chiquinho Brazão,Joao Francisco Inacio Brazao,140
1085882971496519,Cristiano Teixeira Dantas,CRISTIANO DANTAS SOCIEDADE INDIVIDUAL DE ADVOCACIA,140
1892745771028342,Tum,DEPUTADO ESTADUAL TUM,140
115558703488480,IDP Online,These ads ran without a disclaimer,139
375217322606732,Portal Tucumã,REDE TUCUMA DE COMUNICACAO LTDA,139
147258388715323,Fundação Luterana de Diaconia (FLD),Fundação Luterana de Diaconia,138
100447489031314,Torre Política,TORRE INTELIGENCIA POLITICA LTDA,138
330379553673497,Oxfam Brasil,Oxfam Brasil,137
810251042697307,TerraMagna,These ads ran without a disclaimer,137
109274595047314,AWB mkt digital,Agência Web Bahia,135
507138922647845,Noraldino Júnior,Noraldino Júnior,134
1669630159714781,ABDE - Associação Brasileira de Desenvolvimento,In Press Oficina,133
214226348787264,Instituto Vencer o Câncer,INSTITUTO VENCER O CANCER,133
606608266174501,Instituto Update,Instituto Update,132
107246474794279,menage_ofilme,Juliana Vanessa Lira Da Costa,132
425215080864180,Pfizer Brasil,Pfizer,131
102884838696644,Tática Eleitoral,Tática Eleioral,130
340779555940099,Associação dos Delegados de Polícia do Estado de São Paulo,ADPESP,129
1073772202658318,Janaína Lima,Janaina Carla de Lima,128
177581372270155,Abraji,Abraji,127
251235795032635,Itamar Borges,Itamar Borges,126
105598778809209,Vanderlei Carvalho,Aderbal Ferrandis,126
106308415121143,Politique - Detalhamento de Votos,PRATIC SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,126
855307314561093,Crors Conselho,Conselho Regional de odontologia RS,125
301227879926993,Deputado Dr. Carlos Felipe,Carlos Felipe Saraiva Beserra,124
1431719646851969,Abel Lumer,Abel Lumer,124
1486856511579646,Taiguara Fernandes de Sousa,TAIGUARA FERNANDES CURSOS E FORMACAO LTDA,124
744196388945576,Pedro Cunha Lima,PSDB,123
168865359819628,NOVO 30,Partido Novo,122
1610017105976400,Meu ABC do Português,These ads ran without a disclaimer,122
155535277814704,PDT 12,Partido Democrático Trabalhista,122
159097782605,Giraffas,These ads ran without a disclaimer,121
110114128167387,Afiliados Expert,Jose Santos,121
1614001982254142,Grupo Orzil,These ads ran without a disclaimer,121
742859855830690,IRELGOV,IRELGOV,119
165175370206522,Citi Brasil,These ads ran without a disclaimer,117
101223071616706,Insight Inteligência,Insight Comunicação,116
109245507200632,Dharma Political Risk and Strategy,DHARMA CONSULTORIA POLÍTICA E TREINAMENTO LTDA,116
106077634538675,Vereador Fabinho,Fabio Goncalves De Sousa,115
269271589804918,Programa Cidades Sustentáveis,Laura Rodrigues Dourado,115
102410754923821,Pedro Américo,Pedro Lopes,115
1486856511579646,Taiguara Fernandes de Sousa,These ads ran without a disclaimer,115
380121302686307,Lázaro Bat,Lazaro Santos,115
323983461125902,O Antagonista,Mare Clausum Publicações LTDA,114
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,110
104929198579247,O escobar Pro,FVC - Formula da Vitória Certa,110
104486751876738,Tenente Coronel Zucco,Luciano Lorenzini Zucco,109
108358870696415,Kleber Santos Consultor,FMS BRASIL COMUNICAÇÃO E PRODUÇÃO EIRELI,109
104384212179799,Dep. Roberto Carlos,These ads ran without a disclaimer,109
108555800869440,Sleeping Giants Brasil,Sleeping Giants Brasil,107
194268881328170,Paulo Rezende Jr. - Cientista Político,El Grupo Avanti,106
482479095211782,Dr. Jenilson Leite,Janilson Leite,106
241839765912021,Estratégia Concursos,These ads ran without a disclaimer,105
102786122314520,Feirão Nome limpo,These ads ran without a disclaimer,104
103779715064518,Uma Concertação pela Amazônia,Instituto Arapyaú de Educação e Desenvolvimento Sustentável,103
102716882452136,Renatinha Alves,These ads ran without a disclaimer,102
1983694798565243,Vereador Ricardo Almeida,Ricardo Almeida,102
220898724599599,Ação da Cidadania,Ação da Cidadania,102
634950393544138,Gelson Azevedo,Gelson De Azevedo Almeida,101
334578206706404,Laerte Gomes,Laerte Gomes,101
108554291657851,Lavra Filmes,Lavra Filmes,101
108571852631655,Genyx Solar,Genyx Solar Power,101
102406628328234,Sineide Lopes.,Sineide Lopes,≤100
240596463481428,Diego Maia,Diego Felipe Maia De Queiroz,≤100
1712766312129040,Lucas Abrahão,Lucas Abrahao Rosa Cezario De Almeida,≤100
397559560303201,Instituto Marcell Moraes,These ads ran without a disclaimer,≤100
634407086596316,Anderson Ferreira,Anderson Ferreira Rodrigues,≤100
104490315426843,Centro Lemann,CENTRO LEMANN DE LIDERANCA PARA EQUIDADE NA EDUCACAO,≤100
263199020531986,JOTA,JOTA,≤100
908249475923602,TOPHY Professional,Daiane Silva,≤100
1947356288874816,Saullo Vianna,Saullo Velame Vianna,≤100
101500685811236,Auxilio - Limpa Nome,These ads ran without a disclaimer,≤100
2013628912048268,Brasil Amazônia Agora,Brasil Amazônia Agora,≤100
176804919050368,Prefeitura de Mariana,MUNICIPIO DE MARIANA,≤100
1573310519364782,Paulo Sérgio,Paulo Sérgio Ferreira,≤100
407238146493745,Elas no Poder,Associação Elas no Poder,≤100
106906614465851,Agropecuaria Lagoa Alta,These ads ran without a disclaimer,≤100
538226103047392,Paula Frazão TOEFL IBT,These ads ran without a disclaimer,≤100
624814470946753,CESE - Coordenadoria Ecumênica de Serviço,These ads ran without a disclaimer,≤100
518031775303071,Erika Hilton,Erika Hilton,≤100
100376298249463,Com a Petrobras o Brasil tem futuro,Com a Petrobras o Brasil tem Futuro - Sindipetro-MG,≤100
107286223667,Kurt Geiger,These ads ran without a disclaimer,≤100
1627312590817560,Paulo Bufalo,Paulo Bufalo,≤100
310566012782299,PUCRS Online,These ads ran without a disclaimer,≤100
179856875529257,Padre João PT,João Carlos Siqueira,≤100
114073650505247,Jerônimo Rodrigues,These ads ran without a disclaimer,≤100
102443345024940,everardo_gueiros,Everardo Ribeiro Gueiros Filho,≤100
778733512225813,ABIMO,ABIMO,≤100
110225312350543,Nova Escola,These ads ran without a disclaimer,≤100
1147987451878672,Regional MT News,Regional MT News,≤100
218767386777981,Daniel Carvalho,These ads ran without a disclaimer,≤100
225167147655939,Lucas Ramos,Rafael Xavier Barreto,≤100
383843295129329,ATP  Associação de Terminais Portuários Privados,In Press Oficina,≤100
393466617381710,Vetor Brasil,Vetor Brasil,≤100
101960834859881,"É Publico, É para todos",É Público. É para todos.,≤100
108676605061916,Wagner Bezerra,Ciência & Arte,≤100
146003468834776,Sintrajufe/RS,Sindicato dos Trabalhadores do Judiciário Federal e do Ministério Público da União no RS - Sintrajufe/RS,≤100
720711267981848,Eduardo Costa,JOSÉ EDUARDO PEREIRA DA COSTA,≤100
109854181375023,Engemarinha QC-IM,These ads ran without a disclaimer,≤100
456580098466417,Voto Certo,Voto Certo,≤100
380752075612906,Deputado Cezar,Antonio da Rocha Marmo Cezar,≤100
112810551420443,Gisele Koslowski,Fonseca,≤100
101052615544389,IBC Instituto Brasil Conservador,INSTITUTO BRASIL CONSERVADOR - IBC,≤100
106514888484510,Astro Fc,These ads ran without a disclaimer,≤100
104256551950166,Portal Política,PORTAL POLITICA COMUNICAÇÃO,≤100
112036938170552,Lucas Melo,Fonseca,≤100
1384203638566620,Fundação 1º de Maio,Fundação 1º de Maio,≤100
100588158756657,Revista Eletrônica Cidades & Negócios,Revista Eletrônica Cidades & Negócios,≤100
104895775485392,Novo Auxílio - Limpa Dívidas,Silas Rios,≤100
496873113705513,Junior Borges,Ednaldo Gomes Júnior Borges,≤100
654988707867408,Empregos no japão itiban,Itiban Empregos no Japão,≤100
1932439517063132,Política com Dendê,Rafael Souza,≤100
1632845003624410,Lúcio Sorge,Lucio Sorge,≤100
27678194634,Lenovo,These ads ran without a disclaimer,≤100
441818799233431,Adufla,ADUFLA – Associação de Docentes da Universidade Federal de Lavras,≤100
107396698109658,Instituto Passe Certo - Futebol Solidário,These ads ran without a disclaimer,≤100
117174578396012,George Hato,George Vatutin Hato,≤100
