Page ID,Page name,Disclaimer,Amount spent (BRL)
194268881328170,Paulo Rezende Jr. - Cientista Político,El Grupo Avanti,≤100
456872437699016,Sindifisco Nacional,Sindifisco Nacional,≤100
165205036869225,Quebrando o Tabu,Quebrando o Tabu Midia Digital SA,≤100
103654108205888,Reforma Administrativa não,CAJUINA PRODUÇÕES E MÍDIA DIGITAL,≤100
379143012542464,Vinícius Mariño,VInícius Mariño,≤100
105844518414765,André Lajst,André Lajst,≤100
106147295393812,Gabriela Correa,Eva Gularte Dias,≤100
121485934617409,Embaixada da Alemanha Brasília,Hermann Schemel,≤100
116507491761842,CERS Cursos Online,These ads ran without a disclaimer,≤100
279027863918379,Andressa Rocha,MÁRCIA ALEX SANDRA FRAGA,≤100
489012484462741,Abrasel,Abrasel,≤100
100145909336494,Barbara Lis,These ads ran without a disclaimer,≤100
375217322606732,Portal Tucumã,REDE TUCUMA DE COMUNICACAO LTDA,≤100
143668009023877,Itaú Social,Fundação Itaú Social,≤100
394955597207788,Deputada Lucinha,Lucia De Barros,≤100
103920308461143,Observatório Social da Petrobrás,Cajuína Produções e Mídia Digital,≤100
101687831462814,"Rodrigo Andrade, A Real Mudança",Rodrigo Andrade,≤100
106133118703263,Davi Bitencourt,Jakson Dos Santos Da Silva,≤100
1165488993512231,Nossas,NOSSAS,≤100
390714917933200,Elton Cristo,Elton Cristo Da Silva Da Silva,≤100
275510232497256,Tel Aviv University International,These ads ran without a disclaimer,≤100
113455336434,Centro de Liderança Pública,CLP - Centro de Liderança Pública,≤100
114248903470049,Frente Parlamentar da Medicina,Frente Parlamentar de Medicina,≤100
171840886173148,Meu Bolso em Dia,These ads ran without a disclaimer,≤100
337480196266910,Federação Nacional dos Policiais Rodoviários Federais,Federação Nacional dos Policiais Rodoviários Federais,≤100
100134385923671,Jessica Ferraz,Maira Darlene Dutra De Oliveira,≤100
101821409144767,Roberto Teixeira Farias,Erico Cerqueira,≤100
1965324323694659,CNseg - Confederação Nacional das Seguradoras,CNseg,≤100
425350744240843,Comitê Internacional da Cruz Vermelha,These ads ran without a disclaimer,≤100
471715223024151,Instituto Liberdade e Cidadania,Instituto Liberdade e Cidadania,≤100
1433929133492494,Renata Abreu,Renata Hellmeister de Abreu,≤100
962615323779536,Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,≤100
112027708065684,Marcelo Cestari,MARCELO MARTINS CESTARI,≤100
106226135371045,Feirão Limpa Nome,These ads ran without a disclaimer,≤100
661866270570867,Deputado Federal Elias Vaz,Elias Vaz de Andrade,≤100
633578433500190,Rede Essent Jus,ESSENT JUS CONTABILIDADE E CONSULTORIA LTDA,≤100
496443053731900,Alberto Mourão,Alberto Pereira Mourão,≤100
110922604755662,Gustavo Almeida,These ads ran without a disclaimer,≤100
293351651572087,Lia Lara,Instituto Dankemo,≤100
103123492116065,Turbo Score,Henrique Cerqueira,≤100
458048987893303,Delegado Palumbo,Delegado Palumbo,≤100
624104228215525,pospucprdigital,These ads ran without a disclaimer,≤100
106308415121143,Politique - Detalhamento de Votos,Tiago Cabral,≤100
998620913587874,TC,TC TRADERS CLUB SA,≤100
335426193184027,Conaci,Conselho Nacional de Controle Interno - Conaci,≤100
105569381659578,Raul Canal,Raul Canal,≤100
679837345546421,Felipe D'Avila,Luiz Felipe d'Avila,≤100
220346131312219,Ministério Público do Trabalho,MINISTERIO PUBLICO DO TRABALHO,≤100
187869627968575,Roberto Tripoli,Roberto Tripoli,≤100
689112307868644,Aleks Palitot,Aleksander Allen Nina Palitot,≤100
100142328690775,Daniel Andrade - StartGeo,Daniel Andrade,≤100
104500818170928,Mariano Cabreira,Mariano Cabreira,≤100
100447489031314,Torre Política,TORRE INTELIGENCIA POLITICA LTDA,≤100
603214206429002,Projeto Camaleão,Projeto Camaleão,≤100
531327883710115,Jones Moura,Jones Barbosa De Moura,≤100
1374704836112883,Jovens Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,≤100
106880440768510,Exclusiva Live Mkt,Rafaela Da Cunha Amaral Carvalho,≤100
727391094071080,Guiga Nunes,Guilherme De Albuquerque Melo Nunes,≤100
128850220504786,UNICEF Brasil,These ads ran without a disclaimer,≤100
504148936286853,Data Goal,Data Goal,≤100
242062609325601,Agenda 227,ANDI AGENCIA DE NOTICIAS DOS DIREITOS DA INFANCIA,≤100
1898113053736296,Instituto Nêmesis,Instituto Nêmesis de Estudos Avançados em Direito,≤100
1944560898904165,Percursa,These ads ran without a disclaimer,≤100
111498314691810,Lucas Bove,Lucas Bove,≤100
998759253546368,Elegis,Elegis Gestão Estratégica,≤100
241839765912021,Estratégia Concursos,These ads ran without a disclaimer,≤100
110779533634995,Salve Seus Dados,Associação Nacional dos Empregados da Dataprev,≤100
109785372399873,IAB - Instituto dos Advogados Brasileiros,Instituto dos Advogados Brasileiros,≤100
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,≤100
449637565569308,Hold,Hold Assessoria Legislativa,≤100
105598778809209,Vanderlei Carvalho,Aderbal Ferrandis,≤100
112036938170552,Lucas Melo,Fonseca,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
242919576048970,Rafael Parente,Rafael De Parente,≤100
948419685549959,Ousadia Política,Daniel Da Silva,≤100
344484892246127,CCE - PUC- Rio,FACULDADES CATOLICAS,≤100
103438142161694,Ofertas da semana,Antonio Oliveira,≤100
838562719513923,Saulo Batista,Saulo Batista,≤100
115558703488480,IDP Online,These ads ran without a disclaimer,≤100
2104722592918710,Gisele Meter,Estrategia Parlamentar,≤100
316828035004008,Tribunal Superior Eleitoral (TSE),These ads ran without a disclaimer,≤100
207518726005432,PSTU Nacional,PSTU,≤100
1966365890322645,Portal Projeta,Portal Projeta,≤100
330111343714737,RAPS Brasil,Rede de Ação Política pela Sustentabilidade,≤100
100429111698632,Vou de Túnel,In Press Oficina,≤100
337944796341003,Solidariedade,Solidariedade,≤100
143803862450980,Célio Studart,Célio Studart Barbosa,≤100
606608266174501,Instituto Update,Instituto Update,≤100
101500685811236,Auxilio - Limpa Nome,These ads ran without a disclaimer,≤100
359314460836674,Veus Saúde,VEUSTEC SERV DE INFORMATICA LTDA,≤100
470750715303,Instituto Socioambiental - ISA,Instituto Socioambiental,≤100
1384203638566620,Fundação 1º de Maio,Fundação 1º de Maio,≤100
323983461125902,O Antagonista,Mare Clausum Publicações LTDA,≤100
1796853600564637,Jair Da Mendes Gomes,ADEJAIR SANCHES DE AGUIAR,≤100
237597346269787,Marco Bertaiolli,Marco Bertaiolli,≤100
102786122314520,Feirão Nome limpo,These ads ran without a disclaimer,≤100
855307314561093,Crors Conselho,Conselho Regional de odontologia RS,≤100
0,Instagram User 3565082273,These ads ran without a disclaimer,≤100
105006672214443,Miguel Cardoso,Djenifer Lutz,≤100
105288358581134,Meu Nome Limpo,These ads ran without a disclaimer,≤100
564150546986457,Dep Chiquinho Brazão,Joao Francisco Inacio Brazao,≤100
105303991516916,Índigo Instituto,Fundação Instituto de Inovação e Governança,≤100
108554291657851,Lavra Filmes,Lavra Filmes,≤100
1424575394420539,Sindicato Nacional dos Aeronautas,Sindicato Nacional dos Aeronautas,≤100
124600732785757,Pela Cidadania,TRANSPARENCIA BRASIL,≤100
102884838696644,Tática Eleitoral,Tática Eleioral,≤100
106997195319473,Feirão Nome Limpo,These ads ran without a disclaimer,≤100
112810551420443,Gisele Koslowski,Fonseca,≤100
100308005591904,Seja Provanza,These ads ran without a disclaimer,≤100
103158255729237,Supletivos e Cursos,These ads ran without a disclaimer,≤100
1632845003624410,Lúcio Sorge,Lucio Sorge,≤100
104734662920317,Telecine,These ads ran without a disclaimer,≤100
123884341029248,João Jorge,Joao Jorge De Souza,≤100
214226348787264,Instituto Vencer o Câncer,INSTITUTO VENCER O CANCER,≤100
100470085776947,Deivid Silva,These ads ran without a disclaimer,≤100
283843565077451,ANAFE,ASSOCIAÇÃO NACIONAL DOS ADVOGADOS PÚBLICOS FEDERAIS - ANAFE,≤100
929183603805201,Minoru Kinpara,These ads ran without a disclaimer,≤100
333908590807436,Jingle Político para Deputado - Eleições 2022,Jingles Brasil,≤100
2013628912048268,Brasil Amazônia Agora,Brasil Amazônia Agora,≤100
330379553673497,Oxfam Brasil,Jorge Henrique Cordeiro,≤100
103060572226120,Inovação Política,Inovação Marketing e Editora LTDA,≤100
248844375207062,Jorge Wilson Xerife do Consumidor,Jorge Wilson - Xerife do Consumidor,≤100
109236879236206,Grupo Rhema Educação,These ads ran without a disclaimer,≤100
110225312350543,Nova Escola,These ads ran without a disclaimer,≤100
1085882971496519,Cristiano Teixeira Dantas,CRISTIANO DANTAS SOCIEDADE INDIVIDUAL DE ADVOCACIA,≤100
744196388945576,Pedro Cunha Lima,PSDB,≤100
144522665592650,DevMedia,DevMedia,≤100
301227879926993,Deputado Dr. Carlos Felipe,Carlos Felipe Saraiva Beserra,≤100
577026925748157,Secretaria Nacional da Mulher do Solidariedade,DIRETÓRIO NACIONAL DO PARTIDO SOLIDARIEDADE,≤100
799291570129827,Bruno Garschagen,Bruno M Garschagen,≤100
200773697350,GuiaInvest,GUIAINVEST SERV DE TECNOLOGIA DA INFORMACAO LTDA,≤100
865232070270799,Capitão Alberto Neto,Capitão Alberto Neto,≤100
1073772202658318,Janaína Lima,Janaina Carla de Lima,≤100
310566012782299,PUCRS Online,These ads ran without a disclaimer,≤100
108571852631655,Genyx Solar,Genyx Solar Power,≤100
634595760352585,Direito Religioso,DIREITO RELIGIOSO COMERCIO DE PUBLICAÇÕES E CURSOS LTDA,≤100
474726722595004,José Ricardo,JOSÉ RICARDO WENDLING,≤100
2234426266670626,Caixa de Ferramentas,Caixa de Ferramentas,≤100
168865359819628,NOVO 30,Partido Novo,≤100
101052615544389,IBC Instituto Brasil Conservador,INSTITUTO BRASIL CONSERVADOR - IBC,≤100
109854181375023,Engemarinha QC-IM,These ads ran without a disclaimer,≤100
654988707867408,Empregos no japão itiban,Itiban Empregos no Japão,≤100
104895775485392,Novo Auxílio - Limpa Dívidas,Silas Rios,≤100
795066333934481,Mulheres Republicanas,Mulheres Republicanas,≤100
105158391280794,Konta Azul - Soluções Financeiras,These ads ran without a disclaimer,≤100
104486751876738,Tenente Coronel Zucco,Luciano Lorenzini Zucco,≤100
104929198579247,O escobar Pro,FVC - Formula da Vitória Certa,≤100
108330837523754,Im.pulsa,Instituto Update,≤100
356754777706388,Anthony Garotinho,Anthony Oliveira,≤100
112347331474024,Clara Alves,Maria Do Socorro Dos Santos,≤100
110284788211314,Walter Barretto Jr.,Walter Duarte Barreto Junior,≤100
930892123737206,Metapolítica,Metapolítica,≤100
101266765764212,Celebrites Today,Brunno Santos,≤100
200043037179758,Jingles Chicletes para Deputado 2022,These ads ran without a disclaimer,≤100
218767386777981,Daniel Carvalho,These ads ran without a disclaimer,≤100
1669630159714781,ABDE - Associação Brasileira de Desenvolvimento,In Press Oficina,≤100
359871157981726,Decorando a Lei Seca,These ads ran without a disclaimer,≤100
393466617381710,Vetor Brasil,Vetor Brasil,≤100
394955597207788,Deputada Lucinha,Lucia Helena Pinto De Barros,≤100
340779555940099,Associação dos Delegados de Polícia do Estado de São Paulo,ADPESP,≤100
304819009541105,Cassel Ruzzarin Santos Rodrigues Advogados,Lorranne Oliveira,≤100
101223071616706,Insight Inteligência,Insight Comunicação,≤100
262677440504362,Deputado Gurgel,Joao Carlos Soares Gurgel,≤100
335110749900759,Adriana Accorsi,Adriana Accorsi,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
521166124582383,Fenafisco,Federação Nacional do Fisco Estadual e Distrital,≤100
456580098466417,Voto Certo,Voto Certo,≤100
109245507200632,Dharma Political Risk and Strategy,DHARMA CONSULTORIA POLÍTICA E TREINAMENTO LTDA,≤100
106590965162910,Otoni de Paula,Otoni Moura De Paulo Junior,≤100
241149405912525,UNE - União Nacional dos Estudantes,União Nacional do Estudantes,≤100
127886724524889,Reginaldo Marcomini,Reginaldo Eloy Marcomini Dos Reis,≤100
803564043024013,Breno Mendes,Breno Mendes Da Silva Farias,≤100
1483513628595098,JM Jornal Metrópole,Ary Esperidiao De Lima,≤100
177581372270155,Abraji,Abraji,≤100
103371642310055,Dra. Limpa Nome.,These ads ran without a disclaimer,≤100
147258388715323,Fundação Luterana de Diaconia (FLD),Fundação Luterana de Diaconia,≤100
106511987371835,Base.Lab,BaseLab Consultoria Política,≤100
102716882452136,Renatinha Alves,These ads ran without a disclaimer,≤100
108143861587898,Maurício Neves,Manoel Neves,≤100
146003468834776,Sintrajufe/RS,Sindicato dos Trabalhadores do Judiciário Federal e do Ministério Público da União no RS - Sintrajufe/RS,≤100
1486856511579646,Taiguara Fernandes de Sousa,TAIGUARA FERNANDES CURSOS E FORMACAO LTDA,≤100
110239864930869,Festival Vermelho,Fundação Maurício Grabois,≤100
110114128167387,Afiliados Expert,Jose Santos,≤100
109768101683092,Feirão Limpa Nome 2.2,These ads ran without a disclaimer,≤100
475113842596525,Museu do Amanhã,Museu do Amanhã,≤100
1809307689315991,"Carmen Vera, Transformando Empresas e Empresários",These ads ran without a disclaimer,≤100
228633793841517,SINPROFAZ,In Press Oficina,≤100
91754571355,Instituto Mises Brasil,INSTITUTO LUDWIG VON MISES - BRASIL,≤100
106514888484510,Astro Fc,These ads ran without a disclaimer,≤100
1614001982254142,Grupo Orzil,These ads ran without a disclaimer,≤100
101960834859881,"É Publico, É para todos",É Público. É para todos.,≤100
538226103047392,Paula Frazão TOEFL IBT,These ads ran without a disclaimer,≤100
720711267981848,Eduardo Costa,JOSÉ EDUARDO PEREIRA DA COSTA,≤100
102443345024940,everardo_gueiros,Everardo Ribeiro Gueiros Filho,≤100
102987472236795,Flávia Lima,These ads ran without a disclaimer,≤100
100588158756657,Revista Eletrônica Cidades & Negócios,Revista Eletrônica Cidades & Negócios,≤100
441818799233431,Adufla,ADUFLA – Associação de Docentes da Universidade Federal de Lavras,≤100
102772202347211,Fofocas Digitais,These ads ran without a disclaimer,≤100
778733512225813,ABIMO,ABIMO,≤100
102185548694651,Essencial é a Vida,Essencial é a Vida,≤100
1294274490723062,Jingles Políticos para Deputado 2022,Paulo Magalhaes,≤100
634950393544138,Gelson Azevedo,Gelson De Azevedo Almeida,≤100
742859855830690,IRELGOV,IRELGOV,≤100
100811908368521,Unidos pelo Brasil,Unidos pelo Brasil,≤100
112795480851729,DosCílios,These ads ran without a disclaimer,≤100
1573310519364782,Paulo Sérgio,Paulo Sérgio Ferreira,≤100
106113752107087,Fernando Barcelos Pires,Andre Escobar,≤100
107396698109658,Instituto Passe Certo - Futebol Solidário,These ads ran without a disclaimer,≤100
100195245992854,Beatriz Souza,These ads ran without a disclaimer,≤100
121485934617409,Embaixada da Alemanha Brasília,These ads ran without a disclaimer,≤100
554323118068722,AES Brasil,These ads ran without a disclaimer,≤100
428795217537762,Rodolfo Nogueira,Rodolfo Nogueira,≤100
1384192635166181,Federação Nacional dos Trabalhadores do Judiciário nos Estados,Fenajud,≤100
102371144884962,TVBee World,These ads ran without a disclaimer,≤100
267765560070289,Fundação Escola Superior do Ministério Público de Mato Grosso,These ads ran without a disclaimer,≤100
110374053767148,Alice Kelman,These ads ran without a disclaimer,≤100
269985416410764,Cruz Consulting,Cruz Consulting Pesquisa de Mercado e Opinião Pública Eireli,≤100
229551624345892,Editora Trinitas,These ads ran without a disclaimer,≤100
108577970806230,Ofatonews,Ronye Steffan Rosa Indio,≤100
106206361334270,Marketing Político de Conteúdo,Samuel Jacques,≤100
723230227842589,Câmara Municipal de Sorriso,These ads ran without a disclaimer,≤100
735099690214729,Faculdade Insted,These ads ran without a disclaimer,≤100
223382044339765,Lindbergh Farias,LUIZ LINDBERGH FARIAS FILHO,≤100
159097782605,Giraffas,These ads ran without a disclaimer,≤100
1726550077656385,Instituto Ranking Brasil,Instituto Ranking Pesquisa,≤100
109110994173276,DR. Fernando Marcondes,Fernando Jose Sibila Marcondes,≤100
407238146493745,Elas no Poder,Associação Elas no Poder,≤100
101298565379269,Credit HOUSE,These ads ran without a disclaimer,≤100
474659352681433,Scaff,Jose Antonio Scaff Filho,≤100
1486856511579646,Taiguara Fernandes de Sousa,These ads ran without a disclaimer,≤100
115003504538738,Leonardo Prado de Lima,Djenifer Lutz,≤100
320741841325616,ZonaCurva,Fernando Do Valle Barbosa,≤100
264294230378500,Sinasefe Nacional,"Sindicato Nacional dos Servidores Federais da Educação Básica, Profissional e Tecnológica",≤100
109397982836634,Autor da Própria Saúde,These ads ran without a disclaimer,≤100
263199020531986,JOTA,JOTA,≤100
1147987451878672,Regional MT News,Regional MT News,≤100
103779715064518,Uma Concertação pela Amazônia,Instituto Arapyaú de Educação e Desenvolvimento Sustentável,≤100
104272285449900,Produtos Geniais,These ads ran without a disclaimer,≤100
113829490341998,Vereador Marcelo Diniz,Marcelo Diniz Anastacio Da Silva,≤100
857661200958323,Adavilson De Castilhos Magagnin/Tchá-Tchá,Adavilson Magagnin,≤100
108815381586120,Ricardo Salles MMA,Ricardo De Aquino Salles,≤100
224420594286297,IAB RS,INSTITUTO DE ARQUITETOS DO BRASIL DEPARTAMENTO RIO GRANDE DO SUL - IAB RS,≤100
114396220313124,Fetec-CUT Centro Norte,Fetec-Cut Centro Norte,≤100
251235795032635,Itamar Borges,Itamar Borges,≤100
344766333087003,Nem tudo se desfaz,Lavra Filmes,≤100
600112283417119,Márcio Coimbra,Casa Política,≤100
110826564883481,Dra.Limpa Nome.,These ads ran without a disclaimer,≤100
155535277814704,PDT 12,Partido Democrático Trabalhista,≤100
1551160394910935,Amazonas1,Portal Amazonas 1,≤100
107426758408526,Web Cursos Profissionalizantes,These ads ran without a disclaimer,≤100
263563620333111,Senador Eduardo Braga,Carlos Braga,≤100
103695774559534,Jovens Pregadores,Leandro Carlos Malvesi,≤100
103044602284386,Feirão Nome Limpo,These ads ran without a disclaimer,≤100
1259862124095834,Delegado Gustavo Mesquita,Slapp Comunicação,≤100
104243578866821,Glam Magic,These ads ran without a disclaimer,≤100
355911231202401,Luiz Antonio Medeiros,Luiz Antonio De Medeiros Neto,≤100
178208525899690,João Catunda,Joao Victor Loureiro Pessoa Catunda,≤100
101132704939097,Portal RealTime1,REAL TIME 1,≤100
148485778567149,Portal O Dia,Portal O Dia,≤100
104688332210592,IPLD,These ads ran without a disclaimer,≤100
506417589696816,Asbraf,ASBRAF,≤100
1520367944684406,Bruno Kazuhiro,Bruno Kazuhiro,≤100
583053965209570,Fábio Medina Osório,Fabio Osorio,≤100
100434535890185,A vida é Bela,These ads ran without a disclaimer,≤100
117174578396012,George Hato,George Vatutin Hato,≤100
297774240334756,Knewin,KNEWIN INTELIGÊNCIA EM RECUPERAÇÃO DE INFORMAÇÃO SA,≤100
301774903545521,Brasil Paralelo,These ads ran without a disclaimer,≤100
115451843587106,NBS Sistemas,These ads ran without a disclaimer,≤100
269271589804918,Programa Cidades Sustentáveis,Laura Rodrigues Dourado,≤100
1481798875472193,Paulo Cezar Martins,Paulo Cezar Martins,≤100
1452476871646616,Diário MS News 2,Diário MS News,≤100
546286218728460,Capitão Derrite,Derrite,≤100
416927782093880,Deputado Valmir Moretto,Valmir Moretto,≤100
456485074374104,Sindipetro SP,SINDICATO DOS TR NAS IN DE EX PE PR RE DE AR DI E TRA ATRAVES DE DU E IM DE PE DE E SI DOS EST DE SP GO E D FEDERAL,≤100
405696379766191,Angelo Coronel,Angelo Mario Coronel De Azevedo Martins,≤100
100376298249463,Com a Petrobras o Brasil tem futuro,Com a Petrobras o Brasil tem Futuro - Sindipetro-MG,≤100
465508674236677,Edmar Ptak,Edmar Ptak Guimarães,≤100
1729085283819468,Guilherme Piai,Guilherme Piai Filizzola,≤100
106906614465851,Agropecuaria Lagoa Alta,These ads ran without a disclaimer,≤100
101745295760031,Feirão NOME LIMPO JÁ,These ads ran without a disclaimer,≤100
190693954316835,FIAN Brasil,FIAN Brasil – Organização pelo Direito Humano à Alimentação e à Nutrição Adequadas,≤100
138927752932353,Subefeito,Davi Ferreira,≤100
110393578218545,Saldão Nome Limpo,These ads ran without a disclaimer,≤100
104246965625193,Tiago Ferreira,MÁRCIA ALEX SANDRA FRAGA,≤100
106308415121143,Politique - Detalhamento de Votos,PRATIC SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,≤100
380752075612906,Deputado Cezar,Antonio da Rocha Marmo Cezar,≤100
193719533998484,Fundação Fernando Henrique Cardoso,Fundação FHC,≤100
383843295129329,ATP  Associação de Terminais Portuários Privados,In Press Oficina,≤100
471671089570830,Luiz Carlos Martins - Oi Oi,Luiz Carlos Martins,≤100
1554818381491015,Voto Legal,Voto Legal,≤100
162862887064419,CNI - Confederação Nacional da Indústria,These ads ran without a disclaimer,≤100
488522157948560,Sebastião Rezende,Sebastião Machado Rezende,≤100
216302945094085,Condsef,Confederação dos Trabalhadores no Serviço Público Federal (Condsef),≤100
