Page ID,Page name,Disclaimer,Amount spent (BRL)
100704899231458,Andressa Linhares,Vera Elaine Dos Reis,2450
1453730484882193,Arilson Chiorato,Digimax Brasil,2399
813615022023685,Marcio Nunes,Marcio Nunes,2398
100119095165423,Mauro Rockenbach,Mauro Rockenbach,2398
811357175567544,Sergio Damazio,Sergio De Souza Damazio,2357
332069920247382,Evandro Roman,Evandro Roman,2356
1697263900565403,Samuel Dantas,Samuel Pereira Da Silva,2347
164188247072662,Mídia NINJA,Mídia NINJA,2340
172948060099197,Edinho Vieira,edson vieira,2300
1061862380519257,NOVO Paraná,Partido NOVO - Diretório Estadual do Paraná,2208
225530987783302,Câmara Municipal de Foz do Iguaçu,Câmara Municipal de Foz do Iguaçu,2203
237724793418207,Sd Fruet,Tatiana Felisberto,2192
1280774801963975,Renan Ceschin,Marcos Renan de Mattos Ceschin,2189
1164910073641031,Paulo Litro,Paulo Henrique Coletti Fernandes,2151
113165042099382,Brasil 61,Brasil 61,2146
343655492351770,Associação Brasileira de Apoiadores Beneméritos do Teatro Guaíra,Associação Brasileira de Apoiadores Beneméritos do Teatro Guaíra,2120
326043511188824,Folha do Valle,Ednilson Wolkning,2066
304569419631788,Anibelli Neto,Antonio Annibelli Neto,2052
334535556631836,Paulo Porto,Paulo Humberto Porto Borges,2019
350266359396563,Delegado Francisco Sampaio,Francisco Sampaio,1999
113620213843626,Diego Teixeira e Katya da Saúde - 15,ELEICAO SUPLEMENTAR DIEGO LUIZ TEIXEIRA PREFEITO,1999
115579172127606,Helder Lazarotto,Helder Lazarotto,1997
105146805335769,Paulo Rossi,Paulo Rossi,1986
1184256591650928,Michele Caputo,Michele Caputo Neto,1985
100162112686423,Jessica Rodrigues,Sales,1983
1449387248698770,Genial Investimentos,Genial Investimentos,1951
214665511883192,Aldeias Infantis SOS Brasil,Aldeias Infantis SOS,1858
1828211907419761,Jesse Zoellner,ELEICAO SUPLEMENTAR JESSE DA ROCHA ZOELLNER PREFEITO,1823
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,1820
558668490818164,Adelino Ribeiro,Adelino Ribeiro Silva,1812
112021296931600,Mônica Lopes,IBPOM,1789
102609049036843,Karina Valdez,Jakson Dos Santos Da Silva,1727
282802611759257,MidiaJur,Midiajur,1717
112659180432045,Girl Up Brasil,Leticia Puech Bahia Diniz,1712
156499414480143,Enio Verri,Enio Verri,1687
2032747940285515,Delegado Fernando Martins,Ramon Silvino Da Silva,1569
461379657304875,Gugu Bueno,GuguBueno,1475
114628711223427,Unidos por Umuarama,Sorvetes Guri,1475
287680017998870,Focus Concursos Públicos,Fabiano Oliveira,1439
612589048860888,Tiago Amaral,José Tiago Camargo do Amaral,1433
2031750160222530,Além da Superfície,INSTITUTO BRASILEIRO DE PETROLEO E GAS,1350
193719533998484,Fundação Fernando Henrique Cardoso,Fundação Fernando Henrique Cardoso,1336
1643319649240021,PSD Paraná,DIRETORIO ESTADUAL PARTIDO SOCIAL DEMOCRATICO - PSD,1317
658891374205847,Prefeitura de Maringá,These ads ran without a disclaimer,1313
1206261422820710,Prefeitura de Foz do Iguaçu,TRADE COMUNICACAO E MARKETING EIRELI,1311
108527900910107,Gerson Marcato e Jean Carlos,Gerson Luiz Marcato,1308
289327051429088,Franciley Preto Poim,Franciley Preto Godoi,1298
110334547801518,Intechlog,These ads ran without a disclaimer,1290
945429085469752,Tião Medeiros,Sebastião Henrique de Medeiros,1282
1894520370802455,Governo do Brasil,These ads ran without a disclaimer,1277
107624341759744,Eleição Exponencial,Revitto,1224
108143861587898,Maurício Neves,Manoel Neves,1224
107458197663136,Plínio Schmidt,Plinio Schmidt,1220
156035781157686,Ação Educativa,Ação Educativa,1211
159103797542,Greenpeace Brasil,These ads ran without a disclaimer,1181
1017570008304653,Flávio Zanrosso,Flavio Xavier De Lima Zanrosso,1112
203326359677581,PCdoB - Partido Comunista do Brasil,PCdoB,1110
106869981440689,Brasil Certo,BRASIL CERTO,1099
1476689512570106,Deputado Evandro Araújo,Evandro José da Cruz Araújo,1066
111604241466771,BrasilPatriota.shop,Brasil Patriota,1036
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,1026
379286655517152,Banco PAN,These ads ran without a disclaimer,976
101714635665855,Quarto Poder Paraná,Quarto Poder PR,951
420034204870008,PSD Mulher - Paraná,DIRETORIO ESTADUAL PARTIDO SOCIAL DEMOCRATICO - PSD,915
426083354260570,Anahp,ANAHP- Associação Nacional de Hospitais Privados,886
660410357307599,Luiz Nishimori,Luiz Hiloshi Nishimori,868
1576158645984847,Fernando Giacobo,Ana Paula Simao Cardoso De Moura,850
485172928255479,Extra Classe,Gilson Verani Freitas De Camargo,843
112027708065684,Marcelo Cestari,MARCELO MARTINS CESTARI,814
100192575152720,Adilson Stuzata,Jose Stuzata,808
110393578218545,Saldão Nome Limpo,Adriele Silva,797
275510232497256,Tel Aviv University International,These ads ran without a disclaimer,794
1156932391002260,Pier,Pierpaolo Petruzziello,790
419228248099705,Oassessor.com,O Assessor Serviços em Tecnologia da Informação Ltda,770
100372545422728,Gazeta do Povo Negócios,EDITORA GAZETA DO POVO S/A,757
113474264669885,Apoio o Deputado Ricardo Arruda,Ricardo Arruda,754
343687106821275,Fiador Fácil,These ads ran without a disclaimer,738
101207895275482,Vereador Denilson Grilo,Denilson Nogueira De Oliveira,736
299601453506451,Felipe Francischini,Luis Francischini,731
102885669040720,Blog Politicamente,Blog Politicamente,729
203087968415274,Matheus Silva,These ads ran without a disclaimer,723
128802790469337,Todos Pela Educação,Todos Pela Educação,714
107933945163729,Jessica Kuhn,Maira Darlene Dutra De Oliveira,711
115230991849922,O Globo,Editora Globo,710
279027863918379,Andressa Rocha,MÁRCIA ALEX SANDRA FRAGA,709
679837345546421,Felipe D'Avila,Luiz Felipe d'Avila,698
289873701110735,Professora Josete,Josete Dubiaski,693
144112092312277,João Doria,Partido da Social Democracia Brasileira,692
110563871604135,São José Urgente,Nilson Nascimento Amador Junior,681
285083994905681,MDB Mulher Nacional,MOVIMENTO DEMOCRATICO BRASILEIRO BRASIL BR NACIONAL,676
436655656434516,Zênite Informação,Zênite Informação e Consultoria,672
425350744240843,Comitê Internacional da Cruz Vermelha,These ads ran without a disclaimer,665
751187041558643,Requião Filho,Mauricio Silva,663
226356800824206,Tico Kuzma,Leonidas Edson Kuzma,662
144484612769331,Luciano Keluc,Luciano Roberto Keluc Da Silva,662
347742876973,ADPF - Associação Nacional dos Delegados de Polícia Federal,Associação Nacional dos Delegados de Polícia Federal,661
1703010579956133,Eleições 2022 - Cursos Online,Curso Eleitoral,657
102090164567824,Adnan El Sayed,Adnan Abdallah El Sayed,654
102557081946052,Zé Vicente,JOSÉ LIMA,647
131497886977001,Associação Paulista de Medicina,Associação Paulista de Medicina,640
138889186284228,Marcio Pacheco,Marcio Jose Ramos,629
106147295393812,Gabriela Correa,Eva Gularte Dias,622
113474264669885,Apoio o Deputado Ricardo Arruda,Thiago Branco,617
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,616
106906614465851,Agropecuaria Lagoa Alta,These ads ran without a disclaimer,614
301814029885718,Deputado Toninho Wandscheer,Deputado Toninho Wandscheer,604
104405785136590,Marcelo Canhada,Janderson Canhada,600
626350464661031,Yasmin Hachem,Yasmim Hachem,597
127896482114977,Vereadora Isabelle Dias,Isabelle Dias,595
387007368329625,Rafael Dantas,Rafael Dantas,583
111662411498224,Dra. Nahana Cardoso,These ads ran without a disclaimer,575
118678938210868,SIMPI,Simpi,575
101821409144767,Roberto Teixeira Farias,Erico Cerqueira,573
100581751600390,Palmonari Siqueira Campos,Eliceu Palmonari,568
171840886173148,Meu Bolso em Dia,These ads ran without a disclaimer,567
844549288949778,IBPAD - Instituto Brasileiro de Pesquisa e Análise de Dados,IBPAD - INSTITUTO BRASILEIRO DE PESQUISA E ANALISE DE DADOS LTDA - ME,558
173776816159515,Julio Lopes,Julio Lopes,556
388638537825727,Vereador Bruno Peres,Bruno Peres,535
408794399934941,Nelson Tsukahara,Nelson Tsukahara,523
121485934617409,Embaixada da Alemanha Brasília,Hermann Schemel,522
165205036869225,Quebrando o Tabu,Quebrando o Tabu Midia Digital SA,521
1931965243746616,Professora Rita Gonçalves,Inovart Cursos e Treinamentos,515
1977144492578298,Bruno Secco,Bruno Secco Souza,508
239800806402562,Filipe Barros,FILIPE BARROS,500
186832058380543,Marcelinho Moura,Marcelo Moura,497
458048987893303,Delegado Palumbo,Delegado Palumbo,488
100145909336494,Barbara Lis,These ads ran without a disclaimer,486
116194285180782,Deputado Reichembach,Wilmar Reichembach,483
1897058163691119,Luiz Fernando Guerra,Luiz Fernando Guerra Filho,478
496443053731900,Alberto Mourão,Alberto Pereira Mourão,476
100134385923671,Jessica Ferraz,Maira Darlene Dutra De Oliveira,474
103944804671722,Dr. Ulisses Antônio,Ulisses Silva,466
106133118703263,Davi Bitencourt,Jakson Dos Santos Da Silva,460
624104228215525,pospucprdigital,These ads ran without a disclaimer,460
103654108205888,Reforma Administrativa não,CAJUINA PRODUÇÕES E MÍDIA DIGITAL,459
782673008428910,Joni Correia,CABN TV VIDEO PRODUCOES LTDA,456
1700227383437806,OC Advogados,Oliveira e Carneiro Sociedade de Advogados,454
388476261503352,Prefeitura de Cambé,Trade Comunicação e Marketing Eireli,453
102295981355892,Jairo Tamura,Aguimario Alves Da Silva Junior,449
1424575394420539,Sindicato Nacional dos Aeronautas,Sindicato Nacional dos Aeronautas,444
109055221354055,Esfera Brasil,ESFERA ᴮᴿ,442
104636678592389,stanziola.oficial,Paulo Stanziola,434
379143012542464,Vinícius Mariño,VInícius Mariño,431
1882156195420527,Mabel Canto,Mabel Canto,425
129125850959364,Daniel José,Daniel Jose Da Silva Oliveira,424
100762890036761,Manhanelli Associados,CONSULTA INTELIGENCIA LTDA,420
147258388715323,Fundação Luterana de Diaconia (FLD),Fundação Luterana de Diaconia,418
2544666325578449,Eleja.se,Eleja.se,415
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,410
104406911479481,Manoel Vieira,Manoel Vieira,408
998620913587874,TC,TC TRADERS CLUB SA,406
324465434381346,Ratinho de Colombo,Jose Gotardo,403
977607505682751,CP Iuris,These ads ran without a disclaimer,403
705334576185564,Deputada Federal Aline Sleutjes,Aline Sleutjes,402
104497614745252,Edson Souza,Edson Souza,400
343655492351770,Associação Brasileira de Apoiadores Beneméritos do Teatro Guaíra,These ads ran without a disclaimer,398
110139007372021,Kleber Sampaio,KLEBER RODRIGO MARTINS SAMPAIO,397
103920308461143,Observatório Social da Petrobrás,Cajuína Produções e Mídia Digital,396
105548485453728,Casa das 13 Mulheres - Mandata Coletiva,Jacqueline Parmigiani,395
661866270570867,Deputado Federal Elias Vaz,Elias Vaz de Andrade,390
330480980492772,Arnaldo Maranhão,Arnaldo Maranhao Junior,386
105224714628918,Jean Emiliano Vereador,Jean Emiliano,386
103123492116065,Turbo Score,Henrique Cerqueira,385
109546377529100,Cleomar Bueno da Rocha,Cleomar Rocha,382
111361431207635,Wagner Jean Da Rosa,Wagner Jean Da Rosa,379
200773697350,GuiaInvest,GUIAINVEST SERV DE TECNOLOGIA DA INFORMACAO LTDA,377
1983786361867363,Delegado Jacovós,Delegado Jacovós,375
105569381659578,Raul Canal,Raul Canal,370
847182348640477,Mauricio Rivabem,Flavio Barszcz,370
1212631755456129,Arion Nasihgil,Arion Nasihgil,370
143668009023877,Itaú Social,Fundação Itaú Social,369
208837673402995,Plural,These ads ran without a disclaimer,368
112906130122738,Canal do Galhardo,Admilson Passos,368
109045897584974,Concurseiros da Educação 2022,These ads ran without a disclaimer,358
456872437699016,Sindifisco Nacional,Sindifisco Nacional,351
105730028759029,Republicanos10 Londrina,Nelson Tsukahara,349
314510891935855,Douglas Fabrício,João Douglas Fabrício,349
115091970282973,InfluênciaPolítica,Influência Política,343
293351651572087,Lia Lara,Instituto Dankemo,342
2006703116286283,Maria Rassy,Maria Manfron,334
102371144884962,TVBee World,These ads ran without a disclaimer,333
1024476110976036,Novo Curitiba,Partido NOVO apoiadores Curitiba,329
375217322606732,Portal Tucumã,REDE TUCUMA DE COMUNICACAO LTDA,323
792144484455338,Nildão,Nildão,323
280413655431834,AMB - Associação Médica Brasileira,Associação Médica Brasileira,318
337480196266910,Federação Nacional dos Policiais Rodoviários Federais,Federação Nacional dos Policiais Rodoviários Federais,316
103438142161694,Ofertas da semana,Antonio Oliveira,316
277526526251545,Professor Alcione,Alcione Giaretton,313
114696736968816,Verta,These ads ran without a disclaimer,309
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,308
101154055878218,Conferência Prótons,União Cristã,308
1412250662388911,Sismmac,Sismmac,307
337944796341003,Solidariedade,Solidariedade,305
128327663956877,Ney Leprevost,These ads ran without a disclaimer,301
247306032087347,Plauto Miró,Plauto Miró Guimarães Filho,300
191644047572141,Rafael Greca,Rafael Greca de Macedo,300
344898319691456,Narcóticos Anônimos,Associação Brasileira de Narcóticos Anônimos,300
2348395262107179,Pedagogo Rodrigo João Pimenta do Paraná,Roberta Ribeiro,300
101891558338136,Dr Lauri,Lauri Da Silva,298
138844136231087,Portal Altonia,Nelson Luiz Rodrigues de Lima,297
164717510836761,Conrado Scheller,Conrado Scheller,296
105598778809209,Vanderlei Carvalho,Aderbal Ferrandis,295
1364244366922797,Vereador Rodrigo Gregorio,Rodrigo Gregorio dos Santos,293
300385920154650,Marcio Rosa,Marcio Rosa Da Silva,293
2086279788271073,Osmar Bria,Fhillip Pinheiro,291
600910850022315,Pedro Lupion,Pedro Deboni Lupion Mello,286
503548426328244,Maria Leticia,Maria Leticia Fagundes,284
100689865413766,Vereador Fernandão Teigão,Antonio Teigao,284
100323028514837,Paulo do raio x,Paulo Cardoso,284
311182592383586,Carlos Mariucci,ELEICAO 2020 CARLOS EMAR MARIUCCI PREFEITO,283
104346841474702,Joelson Bolsolavista,Joelson Freitas,283
453401278092959,Aprovação PGE,These ads ran without a disclaimer,283
106493417547936,Natália Mendonça,Vitorino & Mendonça,278
116507491761842,CERS Cursos Online,These ads ran without a disclaimer,278
187869627968575,Roberto Tripoli,Roberto Tripoli,276
365261416833783,SOMAR - Grupo Educacional,These ads ran without a disclaimer,274
106226135371045,Feirão Limpa Nome,These ads ran without a disclaimer,273
1433929133492494,Renata Abreu,Renata Hellmeister de Abreu,272
110324734636721,Ponta Agrotec,These ads ran without a disclaimer,272
111498314691810,Lucas Bove,Lucas Bove,267
432811793496431,Cianorte é Assim,Camila Fernanda Mira De Oliveira,265
109789152161,Sou da Paz,Instituto Sou da Paz,265
242062609325601,Agenda 227,ANDI AGENCIA DE NOTICIAS DOS DIREITOS DA INFANCIA,264
394955597207788,Deputada Lucinha,Lucia De Barros,264
105844518414765,André Lajst,André Lajst,259
1789937954410205,Prefeito Toledo,Emerson Pires,258
251235795032635,Itamar Borges,Itamar Borges,254
799291570129827,Bruno Garschagen,Bruno M Garschagen,250
238131093224888,Vereador Nantes,Ailton Nantes,249
201878973201295,Republicanos10,Republicanos10,249
2079073079046019,Imobiliária Palmas,These ads ran without a disclaimer,246
323983461125902,O Antagonista,Mare Clausum Publicações LTDA,244
1490922331155430,Unicursos Curitiba,Matheus Correa,244
982184008593453,Vereadora Olinda Fiorentin,Olinda Fiorentin,244
344484892246127,CCE - PUC- Rio,FACULDADES CATOLICAS,243
962615323779536,Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,243
101687831462814,"Rodrigo Andrade, A Real Mudança",Rodrigo Andrade,239
482605981908891,Alisson Wandscheer,Alisson Wandscheer,235
100275083494691,Cobra Repórter,Devanil Reginaldo da Silva,233
1944560898904165,Percursa,These ads ran without a disclaimer,230
103609098277202,Pra Ser Justo,Endeavor Brasil,228
107332435237318,UEPG O importante é você,Thiago Ribeiro,228
106228144547883,Evi,These ads ran without a disclaimer,223
104904147942584,Andrey Dias,Andrey Fernando Dias,222
1660973687452223,Sindarspen Policiais Penais,SINDARSPEN,220
123884341029248,João Jorge,Joao Jorge De Souza,218
420411961486591,Prefeitura Municipal de Jandaia do Sul,MUNICIPIO DE JANDAIA DO SUL,218
603214206429002,Projeto Camaleão,Projeto Camaleão,217
114248903470049,Frente Parlamentar da Medicina,Frente Parlamentar de Medicina,214
242919576048970,Rafael Parente,Rafael De Parente,214
101266765764212,Celebrites Today,Brunno Santos,214
665498620499336,"O Novo Legislativo, por Renata Cunha",Instituto Renata Cunha,211
112810551420443,Gisele Koslowski,Fonseca,208
112036938170552,Lucas Melo,Fonseca,208
201777909925390,A.Yoshii Engenharia,These ads ran without a disclaimer,207
218767386777981,Daniel Carvalho,These ads ran without a disclaimer,207
107811567351634,Ser Aprovado,These ads ran without a disclaimer,206
163852833738546,Vinicius Camarinha,Vinicius Almeida Camarinha,204
109303154561454,Professor Arildo,Arildo Ferreira Castro,204
1486856511579646,Taiguara Fernandes de Sousa,These ads ran without a disclaimer,201
330718817040423,Galo,Lucas Massolin,201
122364195824139,Catanduvas em Foco,Adriano Freitas,200
835359316562042,NOVO PR Maringá,NOVO Maringá,200
330379553673497,Oxfam Brasil,Jorge Henrique Cordeiro,200
117715586296548,Sindicato dos Bancários de Umuarama e Assis Chateaubriand,Elias Soares,200
422316724805400,Tribunal Regional Eleitoral do Paraná,Tribunal Regional Eleitoral do Paraná,200
115397950314062,Bruno Cavassani,Bruno Cavassani,199
101500685811236,Auxilio - Limpa Nome,These ads ran without a disclaimer,199
633578433500190,Rede Essent Jus,ESSENT JUS CONTABILIDADE E CONSULTORIA LTDA,197
1165488993512231,Nossas,NOSSAS,197
650362445023673,RICARDO MAIA,These ads ran without a disclaimer,195
2398669613511168,Vereador Cabo Cassol,Max Anderson Piva Rocha,194
142073912632259,Carlos Giannazi,Deputado Carlos Giannazi,194
113455336434,Centro de Liderança Pública,CLP - Centro de Liderança Pública,194
513245022023902,Ismael Dos Santos,Ismael dos Santos,194
1385523878422010,Dr. Vicente Caropreso,Dr. Vicente Caropreso,189
1486856511579646,Taiguara Fernandes de Sousa,TAIGUARA FERNANDES CURSOS E FORMACAO LTDA,188
489012484462741,Abrasel,Abrasel,188
106308415121143,Politique - Detalhamento de Votos,Tiago Cabral,187
629487757698830,Leonardo Razera,Leonardo Razera Stencel,186
470750715303,Instituto Socioambiental - ISA,Instituto Socioambiental,185
336350886566151,Celso Dal Molin,Celso Luiz Dal Molin,184
100429111698632,Vou de Túnel,In Press Oficina,182
531327883710115,Jones Moura,Jones Barbosa De Moura,181
385165124939643,Leandre Dal Ponte,Mandato Leandre Dal Ponte,181
654988707867408,Empregos no japão itiban,Itiban Empregos no Japão,180
207518726005432,PSTU Nacional,PSTU,179
838562719513923,Saulo Batista,Saulo Batista,179
110922604755662,Gustavo Almeida,These ads ran without a disclaimer,177
128850220504786,UNICEF Brasil,These ads ran without a disclaimer,176
108554291657851,Lavra Filmes,Lavra Filmes,174
256054371983785,Rafael Chiapetti de Moura,Rafael Ciryllo Chiapetti Alves De Moura,173
1763486600559629,Unica Odontologia Cascavel-PR,Unica Odontologia Moderna Cascavel,172
720811611419588,Pilastro Engenharia,These ads ran without a disclaimer,170
144522665592650,DevMedia,DevMedia,168
310956322415289,Val Marques,Aldivino Marques Da Cruz Neto,167
119225184871764,Viacredi - Cooperativa de Crédito,These ads ran without a disclaimer,166
110779533634995,Salve Seus Dados,Associação Nacional dos Empregados da Dataprev,165
109236879236206,Grupo Rhema Educação,These ads ran without a disclaimer,162
377527145601687,Lucas Pocay,Lucas Pocay,162
303981736949468,Jingle Vinheta,Paulo Magalhaes,160
390714917933200,Elton Cristo,Elton Cristo Da Silva Da Silva,158
948419685549959,Ousadia Política,Daniel Da Silva,158
220346131312219,Ministério Público do Trabalho,MINISTERIO PUBLICO DO TRABALHO,156
1042447872549823,Deputado Sargento Lima,Carlos Henrique De Lima,156
1735048733490337,Renan Machado Vereador,Renan Machado,155
471715223024151,Instituto Liberdade e Cidadania,Instituto Liberdade e Cidadania,155
335426193184027,Conaci,Conselho Nacional de Controle Interno - Conaci,155
113762197082558,Fabiano Goulart,Fabiano Goularte Marafon,154
100142328690775,Daniel Andrade - StartGeo,Daniel Andrade,153
361048688163445,Gilmar Lucas,Gilmar Raimundo Lucas,152
102145044882920,Cristiano Metzner - O Suko,Cristiano Metzner o Suko,151
564150546986457,Dep Chiquinho Brazão,Joao Francisco Inacio Brazao,151
334578206706404,Laerte Gomes,Laerte Gomes,150
178101215975116,Alisson de Araújo,These ads ran without a disclaimer,150
214226348787264,Instituto Vencer o Câncer,INSTITUTO VENCER O CANCER,149
105288358581134,Meu Nome Limpo,These ads ran without a disclaimer,149
111388917955713,Paulo Melo,Paulo Melo,148
241839765912021,Estratégia Concursos,These ads ran without a disclaimer,147
100509705346931,Rosa Maria Jeronymo Lima,Rosa Lima,147
1898113053736296,Instituto Nêmesis,Instituto Nêmesis de Estudos Avançados em Direito,147
316828035004008,Tribunal Superior Eleitoral (TSE),These ads ran without a disclaimer,147
105006672214443,Miguel Cardoso,Djenifer Lutz,147
645930878879905,Pastor Marciano Alves,José Marciano Alves Bezerra,145
104500818170928,Mariano Cabreira,Mariano Cabreira,143
107733565253590,Comitê Popular - Marechal Cândido Rondon - Paraná,Roberto Ludke,143
263199020531986,JOTA,JOTA,142
2032747940285515,Delegado Fernando Martins,Fernando Ernandes Martins,141
248844375207062,Jorge Wilson Xerife do Consumidor,Jorge Wilson - Xerife do Consumidor,141
163372447147733,Cidade de Assis,Prefeitura de Assis,141
104486751876738,Tenente Coronel Zucco,Luciano Lorenzini Zucco,140
110642107436217,Vereador Andre Henik,Andre Henik,140
551417571894775,Adenilson Vicente - Vereador,Adenilson Vicente,139
106514888484510,Astro Fc,These ads ran without a disclaimer,139
538226103047392,Paula Frazão TOEFL IBT,These ads ran without a disclaimer,138
634595760352585,Direito Religioso,DIREITO RELIGIOSO COMERCIO DE PUBLICAÇÕES E CURSOS LTDA,138
1504580766531518,Mulheres Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,138
229551624345892,Editora Trinitas,These ads ran without a disclaimer,138
380460338716108,Prefeitura de Araucária,These ads ran without a disclaimer,136
2391538784456538,Michael brustulin,Michael Brustulin,136
100308005591904,Seja Provanza,These ads ran without a disclaimer,135
105371721828791,Money News,F E M GLOBAL BRANDS LTDA-ME,135
228748658552474,Rosária Nascimento,Rosaria Nascimento,134
157102648281823,Marcelo Dal Negro,Jonatas Passini,134
2300828216858885,ÉPolítica Brasil,Miguel De Mello,132
2013628912048268,Brasil Amazônia Agora,Brasil Amazônia Agora,131
289665376175051,Delcar Veículos,These ads ran without a disclaimer,130
330379553673497,Oxfam Brasil,Oxfam Brasil,126
359314460836674,Veus Saúde,VEUSTEC SERV DE INFORMATICA LTDA,125
146003468834776,Sintrajufe/RS,Sindicato dos Trabalhadores do Judiciário Federal e do Ministério Público da União no RS - Sintrajufe/RS,125
124600732785757,Pela Cidadania,TRANSPARENCIA BRASIL,124
2104722592918710,Gisele Meter,Estrategia Parlamentar,124
110284788211314,Walter Barretto Jr.,Walter Duarte Barreto Junior,124
115003504538738,Leonardo Prado de Lima,Djenifer Lutz,123
103261398023693,Zé Izac,Marcus Rangel Oliveira,123
121732385012874,HM Negócios Imobiliários,These ads ran without a disclaimer,121
106113752107087,Fernando Barcelos Pires,Andre Escobar,121
537179286429637,Naiany Hruschka Salvadori,Naiany Salvadori,119
817008518332916,VistaCorp Empreendimentos Imobiliários S.A.,These ads ran without a disclaimer,119
450314348332515,Litorânea 91.5,Organização Guaratubana de Comunicações,119
1965324323694659,CNseg - Confederação Nacional das Seguradoras,CNseg,118
320741841325616,ZonaCurva,Fernando Do Valle Barbosa,117
179856875529257,Padre João PT,João Carlos Siqueira,117
278712575555016,MKT Gutierrez,MKT GUTIERREZ,116
1242057125827991,Deputado Felipe Estevão,Felipe Estevao,116
102786122314520,Feirão Nome limpo,These ads ran without a disclaimer,116
